"Cb","L","B","T","GMT","Wt","Disp","Excess","MCR","fuelWt"
0.4341588366384062,30.26343854246108,8.608798881141247,4.4940379103592285,1.2796203301024605,959.8546916076791,508.330548400599,-451.5241432070801,15743.906805592476,672.7931959279726
0.3451828964564797,39.89305036079487,7.659655284911105,4.279741433843736,1.4576280400484123,286.55786387828584,451.4121771487845,164.85431327049866,1402.5624264332864,75.9894053922424
0.46803013259629844,36.88207124483796,4.2098701860860785,4.738193082251257,-0.3249771579183567,323.0835724937777,344.32660115285773,21.24302865908004,3732.024976964326,159.67178313571785
0.48621363440624765,25.892260885812266,10.634028550557298,3.9054717839584896,2.4765546068138597,1612.9750532348726,522.839552032414,-1090.1355012024587,25147.16313671798,1245.0190900517482
0.4862776091420681,42.794249579116425,9.958831063742721,2.2932387199276807,4.275232006941546,366.5272603645095,475.2556834733048,108.72842310879531,2632.732659411363,121.92557175394892
0.43898334646196846,39.93199214465883,5.479803382488004,4.308127874937602,0.18494710837193784,345.032802789168,413.8305837833946,68.79778099422663,3607.934110332823,155.47794879051338
0.5355061666258498,28.79368415383385,7.766008561227862,3.6583566798872713,1.0008791071032395,346.7899201909191,438.072129080632,91.28220888971293,3493.9085775731155,176.00214406847286
0.4684651603623421,38.2671146337507,5.325489948333544,4.780560610621835,-0.09105388509256684,413.8746619604277,456.39556287820113,42.52090091777342,5421.969976242817,217.50356837751247
0.3519811594765606,47.862905437180224,9.975997687240243,4.5136034837701535,2.518527529934165,412.90079680827876,758.574465198551,345.67366839027227,2343.400199306854,93.60657739178008
0.39091857812082875,32.12139081608346,9.830578303176662,4.541013650478379,2.110110042442243,341.778311761814,560.5476369565713,218.7693251947573,1878.3149462353826,130.61883663072868
0.40531402167556563,26.053031268637355,6.518175059073041,2.800235443575237,1.489947454194266,313.94014063764934,192.73937992091558,-121.20076071673375,3118.549461618145,172.8251092242828
0.47583374057918393,37.11532570106316,5.122532835502211,3.659042394144379,0.20114913312237093,300.7177009111522,331.0249297892508,30.307228878098613,3011.0772532126234,134.90246512808224
0.4977675965225612,30.894272352470498,4.45098132066712,2.353139643762156,0.4972795125779246,203.50860369655103,161.0675544588976,-42.44104923765343,1318.3662960640004,81.87648611312196
