# This file contains the data of initial population
# of objectives = 2, # of constraints = 14, # of real_var = 5, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
4.668442e+02	3.067560e+01	1.000000e+30	3.276400e+02	1.000000e+30	5.389806e+00	1.836933e+03	1.163067e+03	1.981130e+01	8.018870e+01	-1.292042e+02	1.492042e+02	1.000000e+30	9.704318e-03	-1.009889e+00	4.009889e+00	3.764264e-01	2.722607e+00	4.037634e+01	1.099595e+01	5.687430e+02	-1.302141e+02	107	1.000000e+14
1.893538e+02	6.548749e+02	1.000000e+30	1.820968e+02	1.000000e+30	9.234891e-02	2.390015e+03	6.099849e+02	5.727744e+01	4.272256e+01	2.742998e+00	1.725700e+01	1.000000e+30	1.317808e-02	-9.032040e-01	3.903204e+00	3.472431e-01	3.692347e+00	4.032904e+01	3.569214e+00	2.654757e+01	-9.032040e-01	5	1.000000e+14
6.310232e+02	1.067341e+02	1.000000e+30	3.619541e+02	1.000000e+30	5.159509e+00	1.484281e+03	1.515719e+03	2.401544e+01	7.598456e+01	-2.590691e+02	2.790691e+02	1.000000e+30	8.309203e-03	-1.028996e+00	4.028996e+00	3.977861e-01	3.095031e+00	4.234602e+01	1.179698e+01	1.636881e+02	-2.600981e+02	140	1.000000e+14
4.883378e+02	2.219840e+01	1.000000e+30	9.916251e+02	1.000000e+30	7.102973e-01	-1.329733e+04	1.629733e+04	-6.162359e+02	7.162359e+02	5.132873e+02	-4.932873e+02	1.000000e+30	8.021598e-04	3.037477e-01	2.696252e+00	4.777409e-01	4.461215e+00	2.913950e+01	7.663821e+00	7.930017e+02	-1.440685e+04	231	1.000000e+14
8.789623e+02	8.950170e+01	1.000000e+30	4.595820e+02	1.000000e+30	4.142821e-01	-3.035205e+03	6.035205e+03	-1.158589e+02	2.158589e+02	-4.093803e+02	4.293803e+02	1.000000e+30	2.960232e-03	-1.128848e+00	4.128848e+00	5.858195e-01	4.740935e+00	3.746581e+01	8.233035e+00	1.962571e+02	-3.561573e+03	196	1.000000e+14
7.675905e+02	1.051739e+02	1.000000e+30	3.013935e+03	1.000000e+30	2.148432e+00	-4.577536e+04	4.877536e+04	-2.308939e+03	2.408939e+03	2.256345e+03	-2.236345e+03	1.000000e+30	2.155400e-04	8.829453e-01	2.117055e+00	4.905311e-01	4.887097e+00	2.681184e+01	1.163960e+01	1.674721e+02	-5.032064e+04	240	1.000000e+14
2.711651e+02	2.093476e+01	1.000000e+30	2.618384e+02	1.000000e+30	-3.230206e-01	9.718003e+02	2.028200e+03	-3.483127e+01	1.348313e+02	6.732928e-01	1.932671e+01	1.000000e+30	5.246286e-03	3.536694e-01	2.646331e+00	5.342505e-01	4.148320e+00	2.816379e+01	4.234265e+00	8.371281e+02	-3.515429e+01	38	1.000000e+14
2.929925e+02	4.372875e+01	1.000000e+30	2.640316e+02	1.000000e+30	4.695830e-01	7.845734e+02	2.215427e+03	-2.675525e+01	1.267552e+02	-1.896095e+01	3.896095e+01	1.000000e+30	4.854974e-03	3.756664e-01	2.624334e+00	5.144059e-01	3.415218e+00	2.733579e+01	5.946387e+00	4.009254e+02	-4.571620e+01	50	1.000000e+14
3.219328e+02	5.284477e+01	1.000000e+30	2.557522e+02	1.000000e+30	5.908706e-01	9.890227e+02	2.010977e+03	-1.538302e+01	1.153830e+02	-5.618058e+01	7.618058e+01	1.000000e+30	5.269804e-03	3.628663e-01	2.637134e+00	5.870206e-01	2.993481e+00	2.913770e+01	6.128197e+00	3.316252e+02	-7.156360e+01	69	1.000000e+14
8.361487e+02	1.142758e+02	1.000000e+30	3.683258e+02	1.000000e+30	-6.782330e-02	-3.360019e+02	3.336002e+03	-2.243118e+01	1.224312e+02	-4.578229e+02	4.778229e+02	1.000000e+30	5.404835e-03	-1.856844e+00	4.856844e+00	5.602869e-01	4.706879e+00	4.880177e+01	6.332236e+00	1.533333e+02	-8.181807e+02	163	1.000000e+14
7.282394e+02	3.369464e+01	1.000000e+30	4.209818e+02	1.000000e+30	2.756938e+00	6.441905e+02	2.355810e+03	-7.096049e+01	1.709605e+02	-2.972576e+02	3.172576e+02	1.000000e+30	3.302938e-03	1.306308e+00	1.693692e+00	3.854974e-01	4.899844e+00	3.297181e+01	1.139673e+01	5.211307e+02	-3.682181e+02	151	1.000000e+14
3.340516e+02	2.649833e+01	1.000000e+30	2.859649e+02	1.000000e+30	4.132602e+00	1.871783e+03	1.128217e+03	-1.469445e+01	1.146945e+02	-3.808671e+01	5.808671e+01	1.000000e+30	5.386669e-03	1.819823e+00	1.180177e+00	3.420088e-01	3.433739e+00	2.628276e+01	1.054850e+01	6.612718e+02	-5.278117e+01	59	1.000000e+14
1.794898e+02	1.772017e+01	1.000000e+30	2.211307e+02	1.000000e+30	2.297806e-02	2.293755e+03	7.062453e+02	1.722164e+01	8.277836e+01	5.164090e+01	-3.164090e+01	1.000000e+30	1.191352e-02	-3.941112e-01	3.394111e+00	4.417915e-01	2.857356e+00	4.155801e+01	3.334693e+00	9.823614e+02	-3.203501e+01	35	1.000000e+14
2.547685e+02	2.496840e+01	1.000000e+30	2.352577e+02	1.000000e+30	9.309393e-01	2.305203e+03	6.947973e+02	2.955415e+01	7.044585e+01	-9.510791e+00	2.951079e+01	1.000000e+30	1.248653e-02	-9.310093e-01	3.931009e+00	3.658607e-01	3.038790e+00	4.114542e+01	5.428256e+00	6.967815e+02	-1.044180e+01	11	1.000000e+14
6.548601e+02	9.513054e+02	1.000000e+30	3.675771e+02	1.000000e+30	5.083759e-01	-1.012102e+03	4.012102e+03	-6.572937e+01	1.657294e+02	-2.772831e+02	2.972831e+02	1.000000e+30	3.475275e-03	-2.598470e-01	3.259847e+00	5.531336e-01	4.385995e+00	3.412173e+01	7.710313e+00	1.845493e+01	-1.355374e+03	171	1.000000e+14
