"Cb","L","B","T","FlywheelCapacity","GMT","Wt","Disp","Excess","MCR","fuelWt","etaRun","nStarts"
0.4087320554919029,37.0991864801333,7.682973320405802,3.655901493884607,484.77874494555675,1.4811351789906877,418.28715070698826,436.9927753435369,18.705624636548634,4783.792038772286,204.06266945341176,0.003146748519596606,36.22696403475429
0.4594654079396666,39.79565769988899,8.435678342397512,3.5287127001057303,969.0365864714724,1.7154000103656655,492.7113814194865,558.4344206213534,65.72303920186692,5544.211126296939,248.23038145019217,0.00276779804600302,18.130108360404765
0.39554942618731437,41.37836348389712,9.756807695046831,2.9928088951969407,880.6324445961715,3.5755692246945707,331.402221762153,490.35223723809725,158.95001547594427,1209.2940507749727,93.31985170507193,0.009488943826817454,19.815677515871197
0.48046430163320436,39.39608953772227,3.667277150008161,2.3291250094218627,111.35400949336947,0.2515805841622982,181.38551413437432,165.88156844204158,-15.503945692332735,698.0823784902111,49.893246961675835,0.011987666844203965,156.3150474649832
0.49880755579487923,40.89980972585746,4.7504176232443545,3.5005680134220274,874.0069406742729,0.09417473889316685,294.604939281451,348.07431993425286,53.469380652801874,2104.08283745252,126.9574584089361,0.006067690469552468,20.034855157607446
0.5687933550028783,44.902500327537865,8.186165033368749,2.2645827371875455,23.213309590976465,2.4387984837639713,279.61187467996194,485.7816299147217,206.16975523475975,1253.237263319046,63.797327937632275,0.00904419692208834,752.0756052601603
0.3152051174912476,27.053887365892223,5.897274316138958,2.7538754215903607,140.57619379191425,1.6295921671992297,172.94920821271302,142.09078642858057,-30.858421784132446,654.297119680519,52.17930039447423,0.011006012988847944,123.9441835504523
0.39418703988297915,42.8587020795613,6.504461930956031,2.325099635453878,52.08548413492832,1.9765813110634904,221.45043914426805,262.1450498972275,40.69461075295948,624.7634813243935,44.12143996144974,0.013059988763607654,333.8245950237258
0.3875600479829645,48.04720696595112,5.484600799165234,3.7031824644732443,827.242471367034,0.5778518949145637,282.0797572351177,388.03834391440927,105.95858667929156,973.6224164479759,81.10162118954722,0.011569195978279838,21.050272794959643
0.4476360883645064,45.93115172640824,10.18253971284608,4.495163046414529,820.923371155916,1.96089950752916,743.3664369007214,965.5646326530066,222.1981957522852,9571.155435028832,380.5311515117665,0.0016908729891511912,21.424303002056007
0.31872033263213617,43.895124629273,10.22524494840454,4.599409576574197,342.5870713099511,2.9252641329751343,385.6535015460248,675.0706440579098,289.417142511885,1783.8233499051275,91.0977822771659,0.007476839399868006,51.040387236483895
0.39057950192970237,43.85582780180642,9.57470243983851,4.865187729113696,365.2222733385979,1.767746983515472,393.49404351930605,818.6702518697298,425.17620835042374,2267.727685650275,106.86640495806726,0.006360333493200432,47.93093987576773
0.3208735077156624,34.259437816110214,6.131788871039677,3.445275593690474,622.4219434472368,1.287605073319356,224.45544995460835,238.27178331918566,13.816333364577304,723.1089039272674,71.92817049076565,0.01110037081871736,27.990560745032795
0.4796440181588801,40.260512813969015,11.610732253051397,4.44140470417541,14.688020307443084,2.580845759169459,1085.5295669685502,1021.7053185888793,-63.82424837967085,18885.517158877807,666.074717706734,0.0008962869417114566,1198.3718225038683
0.3152985064255913,38.1377417472412,10.912812376453571,4.093322770940479,370.99181202833495,3.938390839474219,352.42000149955686,551.1082694582072,198.68826795865039,1809.054737113414,92.75716284504105,0.00743442349040017,47.134528248893865
0.551575163468522,31.733569342788492,7.065934722652598,4.287833907073292,649.2860189266871,0.35224097443054037,383.2092104483607,544.0997946200955,160.89058417173482,3751.961223091988,201.0514249182473,0.003073723946985738,27.05024928366294
0.525503723273276,35.013350848136625,10.040926649771375,4.2897531608361525,237.71584390243515,1.6388893049841968,478.981191667881,813.1355173260059,334.15432565812495,6242.490099700668,222.66723750228533,0.002898699842807843,73.89676626993807
0.5877663648268812,35.61892505987402,3.799388421542143,3.3131233508564506,492.7202239619669,-0.24396789202799773,213.77570896340004,270.38599913125336,56.61029016785332,1258.4967590344422,81.36001228786267,0.009057484744439145,35.431729637836874
0.4984487011159685,49.07790441179847,4.536573740196215,3.3325752899565515,172.60130212537084,0.0944802146818895,259.14997172045935,379.4563144352186,120.30634271475924,1422.2612293181965,72.82378836108822,0.008752247931831875,101.17714673656569
0.5804417362383274,44.35561953195282,9.227990038328745,3.5145551208898524,721.2891240225072,1.634192112143424,417.78495449057704,856.7066122762244,438.92165778564737,3173.735093886261,149.72756137724872,0.0048719643123232926,24.30602040823311
0.5030563085215543,48.37716791544982,7.826335852242816,2.400592843940214,777.3556469522708,2.2751718649033386,318.23431848837487,469.11723492323836,150.8829164348635,1221.7043367111032,87.64360217438406,0.009959765819379483,22.43764986343247
0.4588235792894513,37.38647131844268,11.14036327451912,2.4357474324834074,730.7113717299019,5.326257530456098,452.19943469990284,477.57234759754084,25.372912897638003,4519.26998579346,204.04712116562249,0.0033083908975875746,24.03030129638148
0.37372007902786575,49.88070872559095,8.403161666846064,4.0881991827289506,221.40867650341738,1.7698037868116954,357.72147489697835,657.0541675529939,299.3326926560156,1657.696064255276,75.69213264233626,0.009102044493753894,78.84580228210635
0.48178164730562567,41.85888659159585,5.1629759675785465,4.031709483498332,195.9769471413351,0.06543848155197374,316.80793368911543,430.6997493850563,113.89181569594086,2966.959572682527,131.2751271166552,0.004662181314611581,89.47666690635627
0.4631938219590297,37.85142163883016,4.065325994492825,2.3337669317160468,593.3106772715078,0.4279154926657234,204.64308581563037,170.66527830702103,-33.977807508609345,804.2244319860089,71.59188946215295,0.011163773203550373,29.36205750703931
