"# This file contains the data of final feasible population (if found)"
"# of objectives = 2, # of constraints = 12, # of real_var = 5, # of bits of bin_var = 0, constr_violation, rank, crowding_distance"
1.322305e+02	5.757767e+04	1.000000e+30	1.521561e+02	1.000000e+30	1.414202e-02	1.343810e+03	6.561903e+02	5.281701e+01	4.718299e+01	3.992565e+01	7.434882e-02	1.000000e+30	1.096034e-02	3.990104e-01	3.415720e+00	2.698875e+01	3.503765e+00	3.026244e-01	0.000000e+00	1	1.000000e+14
2.231734e+02	1.736909e+01	1.000000e+30	2.431523e+02	1.000000e+30	9.372737e-02	1.445393e+03	5.546068e+02	2.351697e+01	7.648303e+01	3.997890e+01	2.110426e-02	1.000000e+30	1.410013e-02	3.978481e-01	3.124300e+00	5.000000e+01	3.499895e+00	1.000000e+03	0.000000e+00	1	1.000000e+14
1.322678e+02	6.244497e+03	1.000000e+30	1.522660e+02	1.000000e+30	1.401641e-02	1.343731e+03	6.562688e+02	5.271652e+01	4.728348e+01	3.999818e+01	1.819501e-03	1.000000e+30	1.095845e-02	3.990104e-01	3.416447e+00	2.698879e+01	3.504002e+00	2.790367e+00	0.000000e+00	1	4.459078e-01
1.323408e+02	4.392784e+03	1.000000e+30	1.523351e+02	1.000000e+30	1.343637e-02	1.343579e+03	6.564208e+02	5.265802e+01	4.734198e+01	3.999431e+01	5.692728e-03	1.000000e+30	1.095480e-02	3.989884e-01	3.418640e+00	2.699008e+01	3.503713e+00	3.966620e+00	0.000000e+00	1	2.019952e-02
1.923853e+02	1.740186e+01	1.000000e+30	2.123600e+02	1.000000e+30	2.002538e-02	1.271366e+03	7.286344e+02	1.717933e+01	8.282067e+01	3.997477e+01	2.523043e-02	1.000000e+30	1.224030e-02	3.966026e-01	3.609725e+00	3.541210e+01	3.698649e+00	1.000000e+03	0.000000e+00	1	2.012645e-02
2.011287e+02	1.738392e+01	1.000000e+30	2.211163e+02	1.000000e+30	2.186991e-02	1.399223e+03	6.007775e+02	2.114910e+01	7.885090e+01	3.998758e+01	1.241885e-02	1.000000e+30	1.325852e-02	3.964684e-01	3.405396e+00	4.148738e+01	3.499730e+00	1.000000e+03	0.000000e+00	1	1.890304e-02
2.091468e+02	1.737664e+01	1.000000e+30	2.290089e+02	1.000000e+30	3.145870e-02	1.434272e+03	5.657283e+02	2.258592e+01	7.741408e+01	3.986206e+01	1.379434e-01	1.000000e+30	1.367135e-02	3.956248e-01	3.317242e+00	4.513944e+01	3.441020e+00	1.000000e+03	0.000000e+00	1	1.845021e-02
2.206255e+02	1.737022e+01	1.000000e+30	2.405812e+02	1.000000e+30	9.185412e-02	1.440874e+03	5.591258e+02	2.328094e+01	7.671906e+01	3.995575e+01	4.425166e-02	1.000000e+30	1.403596e-02	3.990342e-01	3.129399e+00	4.908367e+01	3.508328e+00	1.000000e+03	0.000000e+00	1	1.838156e-02
1.891467e+02	1.740246e+01	1.000000e+30	2.090901e+02	1.000000e+30	1.727661e-02	1.383561e+03	6.164388e+02	1.840834e+01	8.159166e+01	3.994342e+01	5.658331e-02	1.000000e+30	1.220593e-02	3.974319e-01	3.602238e+00	3.491023e+01	3.688617e+00	1.000000e+03	0.000000e+00	1	1.780552e-02
2.058964e+02	1.738014e+01	1.000000e+30	2.250926e+02	1.000000e+30	1.994723e-03	1.423653e+03	5.763466e+02	2.190861e+01	7.809139e+01	3.919625e+01	8.037489e-01	1.000000e+30	1.347312e-02	3.954642e-01	3.411487e+00	4.352843e+01	3.417255e+00	1.000000e+03	0.000000e+00	1	1.698728e-02
1.322678e+02	6.244497e+03	1.000000e+30	1.522660e+02	1.000000e+30	1.401641e-02	1.343731e+03	6.562688e+02	5.271652e+01	4.728348e+01	3.999818e+01	1.819501e-03	1.000000e+30	1.095845e-02	3.990104e-01	3.416447e+00	2.698879e+01	3.504002e+00	2.790367e+00	0.000000e+00	1	1.629025e-02
1.788596e+02	2.091085e+01	1.000000e+30	1.987972e+02	1.000000e+30	1.286596e-01	1.327253e+03	6.727473e+02	2.295989e+01	7.704011e+01	3.993759e+01	6.240811e-02	1.000000e+30	1.182025e-02	5.861989e-01	2.282241e+00	3.493546e+01	3.729856e+00	8.325467e+02	0.000000e+00	1	1.624752e-02
2.115180e+02	1.737549e+01	1.000000e+30	2.314218e+02	1.000000e+30	1.050421e-01	1.436019e+03	5.639814e+02	2.280429e+01	7.719571e+01	3.990382e+01	9.617695e-02	1.000000e+30	1.373696e-02	3.956620e-01	3.188589e+00	4.555890e+01	3.586772e+00	1.000000e+03	0.000000e+00	1	1.607700e-02
1.943003e+02	1.739716e+01	1.000000e+30	2.139685e+02	1.000000e+30	1.243154e-02	1.307085e+03	6.929151e+02	1.828449e+01	8.171551e+01	3.966817e+01	3.318264e-01	1.000000e+30	1.250712e-02	3.955119e-01	3.581066e+00	3.684461e+01	3.628943e+00	1.000000e+03	0.000000e+00	1	1.599103e-02
1.983546e+02	1.738598e+01	1.000000e+30	2.178146e+02	1.000000e+30	1.065308e-01	1.414138e+03	5.858620e+02	2.106082e+01	7.893918e+01	3.945995e+01	5.400506e-01	1.000000e+30	1.314163e-02	5.881286e-01	2.184890e+00	4.268186e+01	3.524925e+00	1.000000e+03	0.000000e+00	1	1.525165e-02
2.017928e+02	1.738379e+01	1.000000e+30	2.214496e+02	1.000000e+30	2.150434e-02	1.400075e+03	5.999248e+02	2.117526e+01	7.882474e+01	3.965672e+01	3.432788e-01	1.000000e+30	1.326574e-02	3.964684e-01	3.406573e+00	4.161305e+01	3.499473e+00	1.000000e+03	0.000000e+00	1	1.519021e-02
1.810751e+02	1.959875e+01	1.000000e+30	2.010352e+02	1.000000e+30	1.858440e-02	1.302081e+03	6.979195e+02	1.993369e+01	8.006631e+01	3.996012e+01	3.987621e-02	1.000000e+30	1.159791e-02	5.849133e-01	2.432678e+00	3.475075e+01	3.569202e+00	8.884837e+02	0.000000e+00	1	1.511407e-02
1.599482e+02	3.657880e+01	1.000000e+30	1.795323e+02	1.000000e+30	2.480512e-02	1.289326e+03	7.106739e+02	3.386317e+01	6.613683e+01	3.958411e+01	4.158945e-01	1.000000e+30	1.115613e-02	5.855257e-01	2.367349e+00	3.213305e+01	3.500031e+00	4.762582e+02	0.000000e+00	1	1.508592e-02
1.584008e+02	3.929763e+01	1.000000e+30	1.780924e+02	1.000000e+30	1.379921e-01	1.332021e+03	6.679787e+02	3.685396e+01	6.314604e+01	3.969150e+01	3.084960e-01	1.000000e+30	1.156616e-02	5.841834e-01	2.209332e+00	3.281581e+01	3.645161e+00	4.431243e+02	0.000000e+00	1	1.500068e-02
1.327037e+02	2.504595e+03	1.000000e+30	1.526903e+02	1.000000e+30	2.950752e-02	1.343967e+03	6.560329e+02	5.258275e+01	4.741725e+01	3.998652e+01	1.347995e-02	1.000000e+30	1.096412e-02	3.977307e-01	3.401340e+00	2.702762e+01	3.537437e+00	6.956949e+00	0.000000e+00	1	1.492895e-02
1.329028e+02	1.581074e+03	1.000000e+30	1.528906e+02	1.000000e+30	4.878815e-02	1.346490e+03	6.535099e+02	5.266864e+01	4.733136e+01	3.998778e+01	1.221590e-02	1.000000e+30	1.102512e-02	3.995307e-01	3.345736e+00	2.712757e+01	3.572185e+00	1.101989e+01	0.000000e+00	1	1.488964e-02
1.326555e+02	3.143207e+03	1.000000e+30	1.526357e+02	1.000000e+30	5.070500e-02	1.346877e+03	6.531229e+02	5.290976e+01	4.709024e+01	3.998017e+01	1.983380e-02	1.000000e+30	1.103453e-02	3.987559e-01	3.345850e+00	2.712656e+01	3.572478e+00	5.543096e+00	0.000000e+00	1	1.468405e-02
2.163796e+02	1.737303e+01	1.000000e+30	2.363455e+02	1.000000e+30	1.453238e-01	1.416954e+03	5.830462e+02	2.267795e+01	7.732205e+01	3.996588e+01	3.411992e-02	1.000000e+30	1.387655e-02	3.991907e-01	3.082077e+00	4.696760e+01	3.649613e+00	1.000000e+03	0.000000e+00	1	1.448533e-02
2.231159e+02	1.737003e+01	1.000000e+30	2.419917e+02	1.000000e+30	8.971136e-02	1.442768e+03	5.572316e+02	2.332489e+01	7.667511e+01	3.887577e+01	1.124229e+00	1.000000e+30	1.404684e-02	3.990342e-01	3.137046e+00	4.951673e+01	3.508328e+00	1.000000e+03	0.000000e+00	1	1.400844e-02
1.417926e+02	1.126294e+02	1.000000e+30	1.617342e+02	1.000000e+30	5.726166e-02	1.329019e+03	6.709806e+02	4.564556e+01	5.435444e+01	3.994164e+01	5.836143e-02	1.000000e+30	1.061615e-02	3.966845e-01	3.467698e+00	2.714782e+01	3.700706e+00	1.547595e+02	0.000000e+00	1	1.378369e-02
