Cb,L,B,T,GMT,Wt,Disp,Excess
[0.56576874],[31.47077041],[5.66604784],[2.39861285],[0.84506166],[156.37726361],[241.98403587],[85.60677225]
[0.49524564],[31.40800325],[11.0314867],[2.22377823],[5.44133731],[208.87930291],[381.58079303],[172.70149012]
[0.38239228],[29.48536287],[7.53916014],[2.81069199],[2.24065991],[170.78148534],[238.91962205],[68.13813672]
[0.38731254],[48.91554809],[5.11086973],[3.73479803],[0.43273906],[221.94314751],[361.63496983],[139.69182232]
[0.55969558],[39.65373002],[11.67350665],[3.53935194],[3.10750857],[295.10938165],[916.98240997],[621.87302831]
[0.31074901],[41.30573279],[4.91122114],[3.12476872],[0.89783823],[184.79049831],[196.98241007],[12.19191176]
[0.5805733],[33.7283538],[9.83650587],[2.89133124],[2.6421293],[217.17385858],[556.91755804],[339.74369946]
[0.49135952],[35.10887523],[6.60229778],[2.14618201],[1.81429958],[174.88396974],[244.44319287],[69.55922313]
[0.54544608],[27.50116714],[11.88603048],[4.8244294],[2.02994232],[231.27541697],[860.17287525],[628.89745828]
[0.5815381],[47.4854788],[9.57489983],[3.95847202],[1.44038358],[313.89474186],[1046.64839624],[732.75365438]
[0.43691199],[39.43443351],[7.13786188],[3.76758328],[1.02626741],[216.66629738],[463.34082918],[246.6745318]
[0.5546949],[47.93463058],[5.02604579],[3.46626555],[0.06798914],[214.19804335],[463.22482692],[249.02678357]
[0.33701442],[29.33813577],[4.89054642],[3.13262792],[0.77056822],[147.96889945],[151.47717534],[3.50827589]
[0.33322118],[42.72570915],[3.78573504],[2.15929042],[0.73556421],[167.66807677],[116.38128554],[-51.28679123]
[0.3483812],[28.17538491],[3.51465855],[4.66854346],[-0.10865975],[138.25568842],[161.06052626],[22.80483783]
[0.52874478],[39.52352858],[6.27294888],[4.48078263],[0.09240435],[209.47727632],[587.39119132],[377.913915]
[0.52702275],[36.1863259],[10.91238836],[3.82597304],[2.49184],[262.00279753],[796.22456967],[534.22177213]
[0.49753559],[49.16154085],[5.00453295],[4.88973542],[-0.27554031],[230.14262682],[598.54740892],[368.40478211]
[0.49538535],[36.33753867],[4.68776562],[2.71333778],[0.40831831],[163.33899243],[228.96464244],[65.62565]
[0.5167231],[35.85748949],[8.88747186],[4.32239395],[1.13327942],[232.95764737],[711.77108906],[478.81344169]
[0.39215013],[30.37961826],[3.33948549],[4.11597508],[-0.16534703],[140.34116524],[163.75213705],[23.41097182]
[0.31924826],[32.43729724],[5.96898331],[2.74802352],[1.65465476],[164.85493457],[169.86113064],[5.00619607]
[0.4706541],[47.85597293],[6.40198259],[2.10719241],[1.80689522],[220.97293432],[303.84820741],[82.87527309]
[0.35333175],[37.1264614],[8.76942021],[3.28068721],[2.82154684],[225.02069721],[377.40002663],[152.37932942]
[0.56908683],[48.39696615],[6.82693024],[4.34410154],[0.20476434],[261.47924473],[816.81198977],[555.33274504]
[0.35755448],[37.87522046],[9.34399977],[2.128798],[5.25556511],[219.25187557],[269.37957993],[50.12770436]
[0.45024097],[25.85988916],[10.1475262],[4.52889595],[1.90324438],[197.08725142],[535.0867488],[337.99949738]
[0.48271044],[40.26096359],[8.00215687],[3.13704547],[1.69832066],[227.11517796],[487.86395752],[260.74877956]
[0.52610575],[26.32436011],[8.63097716],[3.23171884],[1.77824064],[172.61133777],[386.29973302],[213.68839524]
[0.48474027],[38.55795811],[9.86072288],[2.37232947],[4.030009],[234.75766286],[437.22691],[202.46924714]
[0.32916544],[42.66011085],[5.30750608],[2.98406453],[1.07328215],[194.0599343],[222.40007204],[28.34013774]
[0.50931454],[38.48050536],[4.97627088],[2.09592762],[0.87188955],[167.95611127],[204.41235039],[36.45623912]
[0.46831325],[30.83200769],[10.67259878],[4.38340026],[2.18203709],[231.24089172],[675.49099303],[444.25010131]
[0.48977873],[46.25925255],[7.44578131],[3.39558964],[1.18885508],[251.11675884],[572.82769588],[321.71093704]
[0.46497782],[34.4880678],[11.16849166],[2.59554347],[4.92321287],[234.45706132],[464.86187628],[230.40481496]
[0.46380917],[39.37002951],[3.67522462],[2.76054453],[0.11803695],[161.07424669],[185.26087562],[24.18662893]
[0.32037901],[27.04268108],[5.73972891],[4.57985946],[0.65368264],[155.92910263],[227.74944473],[71.8203421]
[0.54413341],[38.1086859],[7.96010168],[3.9703176],[0.86284295],[225.88850854],[655.34988481],[429.46137627]
[0.31773334],[44.06325605],[11.39362074],[4.1690121],[4.19982035],[335.12387614],[665.01936543],[329.89548929]
[0.42240515],[33.63918715],[5.33169924],[2.2802038],[1.16531657],[158.65703484],[172.74838841],[14.09135357]
[0.4548555],[28.80741176],[4.42416371],[2.26548328],[0.63125055],[138.39804578],[131.33175204],[-7.06629374]
[0.37249885],[39.34014835],[11.13220144],[4.80745178],[2.79898695],[303.82611051],[784.25432133],[480.42821082]
[0.4375752],[42.77760579],[5.05164812],[2.88048444],[0.61163069],[189.97586587],[272.37534913],[82.39948326]
[0.4790445],[27.41537431],[11.43431261],[3.07785582],[4.11950432],[204.36006183],[462.1983247],[257.83826286]
[0.49939331],[27.31491089],[7.20862245],[4.95475796],[0.27541761],[174.2973546],[487.21116139],[312.91380679]
[0.54756339],[46.62946979],[3.61299871],[3.68914414],[-0.33200452],[187.22035219],[340.32065591],[153.10030372]
[0.35579166],[34.85915779],[11.93784006],[4.27198435],[4.0276773],[277.00331692],[632.51097783],[355.50766091]
[0.36210083],[33.56861913],[8.87361319],[4.85396562],[1.62491014],[225.34987417],[523.55244047],[298.2025663]
[0.45356651],[40.7681555],[3.53462718],[2.08165414],[0.36463105],[159.0961936],[136.05491478],[-23.04127882]
[0.50186475],[40.97116758],[6.64455147],[2.0558526],[1.91340512],[195.84297161],[280.88120438],[85.03823277]
[0.48903093],[26.36331067],[9.36821249],[4.55585268],[1.31586782],[191.30380421],[550.25333606],[358.94953185]
[0.54195623],[44.66926175],[10.0806961],[3.51894001],[2.24665339],[297.80450943],[858.7670461],[560.96253667]
[0.42711377],[29.5157761],[7.65595217],[2.45370193],[2.46682199],[168.63139421],[236.82022951],[68.18883531]
[0.3257167],[25.304631],[8.14005126],[4.8393502],[1.53554756],[174.97308809],[324.67902417],[149.70593608]
[0.53734218],[46.73718113],[6.41363029],[3.07004335],[0.79097909],[229.78950279],[494.49496945],[264.70546666]
[0.34043886],[34.68791558],[5.45041134],[4.20898062],[0.57309389],[176.42751266],[270.90906608],[94.48155342]
[0.56372359],[38.22370053],[6.96463019],[4.13150185],[0.358161],[212.02307016],[620.01893506],[407.9958649]
[0.48370175],[40.19489951],[5.70156996],[3.92446869],[0.25819232],[198.66974042],[435.03473339],[236.36499297]
[0.54946894],[46.34728618],[6.49579517],[2.63251302],[1.10150572],[223.77366195],[435.48210021],[211.70843826]
[0.39943376],[40.47727582],[7.67414036],[3.96528508],[1.33103563],[232.79855004],[491.99444088],[259.19589084]
[0.42999638],[48.19148237],[7.32486261],[4.41595368],[0.80403061],[272.26211952],[670.28435324],[398.02223372]
[0.46032183],[31.31547897],[10.06071335],[2.40861407],[4.32019862],[200.40039342],[349.31451076],[148.91411735]
[0.33826582],[36.83302056],[7.39331986],[2.06953674],[3.48189001],[189.03927177],[190.63738953],[1.59811776]
[0.50740597],[40.30817641],[9.91019166],[2.22178289],[4.23987411],[242.18924087],[450.33157486],[208.14233399]
[0.55058077],[35.91161254],[8.68314176],[2.67812025],[2.29219548],[209.76036726],[459.79358631],[250.03321904]
[0.36920616],[46.05465905],[7.73515724],[4.39609566],[1.28704732],[269.06194775],[578.20093731],[309.13898956]
[0.33623983],[36.28039044],[4.3491589],[2.97381364],[0.61036599],[161.06094898],[157.7757065],[-3.28524249]
[0.52799057],[38.99937909],[4.36228825],[2.87484018],[0.16090004],[168.68743308],[258.23311031],[89.54567723]
[0.58392077],[26.75866427],[7.60149966],[2.99473858],[1.25269074],[163.01596868],[355.69400948],[192.6780408]
[0.49797581],[29.27516753],[10.29862412],[3.48092205],[2.64113837],[206.81161594],[522.61412427],[315.80250833]
[0.44551673],[30.0873273],[10.71733781],[3.42097033],[3.32968165],[215.61297458],[491.45510667],[275.84213209]
[0.33059829],[26.40821128],[8.52196258],[2.14225868],[4.60972837],[161.46058363],[159.38635155],[-2.07423208]
[0.46302925],[29.76963962],[11.50885003],[4.08827519],[2.97145727],[232.51598052],[648.56581971],[416.04983918]
[0.46683928],[42.2207776],[7.86414161],[4.6942701],[0.72715103],[253.89773753],[727.63405143],[473.73631391]
[0.45951521],[36.51445295],[4.29749704],[4.73791458],[-0.28567692],[169.97412645],[341.63904413],[171.66491768]
[0.58526198],[47.25898986],[4.20891625],[2.37800038],[0.24019235],[188.95065252],[276.83242065],[87.88176812]
[0.57974434],[44.86260345],[3.41940214],[4.2389609],[-0.56704827],[181.2093216],[376.99064815],[195.78132655]
[0.5065376],[25.84205475],[5.20695568],[4.14563822],[-0.02321005],[145.74043719],[282.56216519],[136.821728]
[0.34114408],[33.31938605],[9.87884727],[3.14141159],[3.99569186],[218.83747667],[352.74911857],[133.9116419]
[0.43104969],[44.30559304],[8.23535095],[2.23822624],[3.22340852],[236.71186665],[352.02376511],[115.31189846]
[0.42567302],[42.53904014],[8.33733286],[4.64499194],[1.12246206],[264.73216099],[701.25491635],[436.52275536]
[0.52655439],[33.01418087],[6.80170335],[3.605263],[0.66739115],[183.1669248],[426.28337956],[243.11645476]
[0.43414783],[46.95116195],[9.20721208],[4.0171534],[1.88274746],[302.38335514],[753.92916447],[451.54580933]
[0.38804449],[35.69234373],[11.31439265],[2.16584721],[7.17517628],[235.07836879],[339.40297598],[104.32460719]
[0.50406279],[39.28139448],[11.47765277],[4.79884987],[2.06696104],[310.81870743],[1090.59068423],[779.77197681]
[0.41260592],[36.62150651],[8.11814465],[2.585745],[2.72725897],[204.18227034],[317.18609152],[113.00382118]
[0.38145582],[49.87306869],[9.00512213],[3.01217352],[3.07627683],[297.77061177],[516.03591358],[218.26530182]
[0.41446654],[27.82598356],[9.47624821],[3.9467429],[2.20649107],[194.54193001],[431.33556422],[236.79363421]
[0.46214858],[30.22499358],[8.0355567],[4.01408958],[1.17427919],[189.743613],[450.55816736],[260.81455435]
[0.46573801],[30.00289475],[9.38777915],[2.93530155],[2.86836361],[193.57615951],[385.05293126],[191.47677175]
[0.48220172],[31.02189988],[10.36623142],[3.58351503],[2.66348444],[218.55765999],[555.68320889],[337.1255489]
[0.52944284],[41.60282079],[9.09182569],[2.71547505],[2.60852775],[245.53102792],[543.79946636],[298.26843845]
[0.46653916],[33.44658771],[9.51600455],[3.81743382],[2.0300678],[223.31427984],[566.84729223],[343.53301239]
[0.54844716],[34.18417569],[10.61297412],[2.35141068],[4.32472024],[221.01873599],[467.87032112],[246.85158513]
[0.44152032],[30.33959588],[6.06793331],[4.94276191],[0.14026689],[172.66402853],[401.76396629],[229.09993777]
[0.54264303],[45.46867727],[4.39815596],[4.81118917],[-0.48155864],[202.78144744],[522.09509198],[319.31364453]
[0.49635037],[48.24166738],[10.43058987],[4.75454028],[1.63337838],[355.93624139],[1187.48479293],[831.54855155]
[0.44649305],[46.59332898],[8.15270875],[4.04887131],[1.27576044],[276.81454762],[686.71153456],[409.89698694]
[0.5776427],[49.68574974],[10.38164982],[3.49481908],[2.28430176],[340.02195325],[1041.31521341],[701.29326016]
[0.45559495],[32.90245011],[11.0621583],[2.17158582],[6.00332184],[216.29544258],[360.10073743],[143.80529485]
[0.56765658],[31.73417941],[9.65684888],[2.27197113],[3.55601785],[195.9866789],[395.2311771],[199.2444982]
[0.58999537],[27.21638248],[11.99409104],[2.30981551],[5.45519125],[198.0518459],[444.86028468],[246.80843877]
[0.45870098],[45.38921566],[9.26041657],[2.15410135],[4.12430274],[258.17456629],[415.31632156],[157.14175527]
[0.55299441],[27.74047899],[9.10830616],[4.35909251],[1.06548013],[193.69260257],[609.07167461],[415.37907203]
[0.58664905],[38.01143613],[8.40203],[4.90840743],[0.3966867],[243.08630865],[919.63921983],[676.55291118]
[0.35813624],[30.85898761],[7.11231322],[4.75192852],[0.91895648],[186.460647],[373.51729685],[187.05664985]
[0.58328233],[45.17359191],[7.36767777],[3.55694714],[0.7577078],[246.32202257],[690.51239525],[444.19037268]
[0.53221823],[41.50185146],[5.82776423],[3.45844817],[0.37235356],[201.93559195],[445.18493618],[243.24934424]
[0.41058301],[40.72436997],[11.70622132],[2.50319419],[6.28552634],[280.62526239],[489.9667628],[209.34150041]
[0.43566563],[44.79017928],[5.48301121],[4.47782572],[0.1415553],[217.92811169],[479.09586304],[261.16775135]
[0.45750081],[36.92307899],[4.49240843],[2.40355942],[0.57677965],[160.76318007],[182.39959769],[21.63641762]
[0.33465123],[44.91740665],[11.2679084],[2.36204787],[7.32780079],[297.5132731],[400.07286977],[102.55959667]
[0.35309369],[38.94174073],[9.48877438],[3.05214096],[3.66412616],[242.74891998],[398.21721133],[155.46829135]
[0.39741356],[27.91254594],[6.19157378],[3.66016839],[0.8381708],[158.52986303],[251.38782806],[92.85796503]
[0.47259484],[29.43293925],[3.14767504],[3.47195223],[-0.23413113],[134.84579304],[152.0149304],[17.16913736]
[0.50498424],[34.61098387],[11.17793348],[3.19017559],[3.56353011],[245.74119188],[623.25802993],[377.51683805]
[0.42763477],[25.497445],[3.34889553],[3.77061099],[-0.17347761],[129.05871591],[137.68385162],[8.6251357]
[0.58821267],[41.26286818],[5.94769355],[4.10591567],[0.00288373],[208.5091562],[592.72384057],[384.21468438]
[0.44966224],[43.03033762],[10.58892375],[2.83992653],[4.05480884],[283.25861557],[581.86213588],[298.60352031]
[0.34573309],[41.59887369],[11.86262943],[4.05789219],[4.34909886],[323.85704328],[692.31539887],[368.4583556]
[0.38311058],[45.71322597],[3.13858355],[2.6901264],[0.14750251],[171.91380091],[147.86738797],[-24.04641294]
[0.42893253],[42.90955878],[7.17752204],[4.28103487],[0.81372275],[239.5275132],[565.54391501],[326.01640181]
[0.42390678],[43.45971285],[9.46133508],[3.71439753],[2.33760913],[280.21651876],[647.43775501],[367.22123625]
[0.52207315],[47.51795477],[7.3441504],[4.57216129],[0.4037207],[270.98687198],[833.01381164],[562.02693966]
[0.56332999],[25.09459652],[10.41295981],[4.88353244],[1.23835342],[198.91977064],[718.87165174],[519.9518811]
[0.39577703],[37.09819936],[6.15483038],[3.40652902],[0.95652015],[188.92160725],[307.84464144],[118.92303419]
[0.33356211],[45.96981397],[9.39789851],[3.64442],[3.07406264],[293.60767894],[525.18054737],[231.57286843]
[0.32661692],[49.80776586],[8.2582969],[2.50910873],[3.6652473],[271.13991968],[337.08988411],[65.94996443]
[0.5540163],[27.67055072],[11.58818943],[3.94090214],[2.62606156],[218.4970382],[700.08630835],[481.58927015]
[0.48949999],[31.05743487],[3.92637465],[4.78280702],[-0.44018948],[149.85538135],[285.49129316],[135.63591181]
[0.4800213],[40.61222332],[10.76300142],[2.99914215],[3.70680161],[273.9673559],[629.28549838],[355.31814248]
[0.3856076],[31.38661548],[5.89034053],[2.84240914],[1.20381649],[161.47103928],[202.63621559],[41.16517631]
[0.50267583],[35.46917947],[7.29229959],[2.51457785],[1.79831072],[188.18448394],[326.94051105],[138.75602711]
[0.55547218],[44.3580734],[8.8012336],[4.76887565],[0.70442083],[287.77945011],[1034.17618984],[746.39673974]
[0.49313026],[40.07789952],[10.21821961],[2.89452158],[3.36230558],[259.01356038],[584.54590955],[325.53234918]
[0.52509952],[48.02075222],[6.00674276],[4.15378259],[0.15054495],[239.90595743],[629.14880145],[389.24284402]
[0.52502708],[43.63712796],[5.51742674],[3.58535989],[0.23160655],[206.58532911],[453.21804915],[246.63272003]
[0.44313869],[47.69850015],[10.4727054],[3.03298569],[3.69981935],[316.94753141],[671.38810019],[354.44056877]
[0.51978387],[37.46959597],[4.28833814],[4.85625496],[-0.46294638],[173.42184791],[405.59473701],[232.1728891]
[0.55642616],[42.39995934],[9.06163143],[2.73791092],[2.43812202],[249.82836804],[585.32717311],[335.49880507]
[0.39013925],[43.06840191],[9.07975151],[3.19583097],[2.84476295],[261.66249947],[487.56909727],[225.9065978]
[0.38924769],[33.09295752],[6.56211992],[4.89934691],[0.51056095],[189.48365509],[414.13695037],[224.65329528]
[0.47180536],[25.29367727],[8.43897651],[2.24623192],[3.12480475],[157.93976699],[226.21386476],[68.27409776]
[0.3388217],[31.75894545],[6.71857949],[4.83597102],[0.83707061],[185.64320725],[349.6217522],[163.97854495]
[0.54359086],[43.5234726],[3.04291478],[3.42413102],[-0.35990269],[168.22250006],[246.51074314],[78.28824308]
[0.41705825],[31.15040567],[10.31734202],[3.87805523],[2.7600538],[222.1849243],[519.80714082],[297.62221651]
[0.55486836],[38.69594005],[5.65496691],[3.29967271],[0.33614198],[187.37194081],[400.64183077],[213.26988996]
[0.57219257],[34.41841064],[11.92708529],[2.6076588],[4.77532673],[244.97230613],[612.51696055],[367.54465442]
[0.49475578],[35.79314284],[5.76624088],[3.50138036],[0.42720519],[179.85992641],[357.53847601],[177.67854961]
[0.56424435],[46.18594187],[4.24731714],[3.98790025],[-0.32046638],[197.91717453],[441.40373297],[243.48655844]
[0.33155692],[39.6184714],[9.79259158],[2.51971015],[5.1514013],[242.1525922],[324.11866001],[81.96606782]
[0.56645496],[29.95967906],[4.11902854],[2.88777701],[0.01823312],[141.91098962],[201.8649853],[59.95399568]
[0.57651805],[44.58522641],[8.29896484],[2.30360494],[2.43094763],[240.52436683],[491.40074439],[250.87637756]
[0.51026167],[48.80585622],[3.86774272],[2.49160839],[0.19649958],[190.09736478],[239.99502856],[49.89766378]
[0.52163271],[49.21648088],[4.83631584],[2.06217492],[0.80080821],[201.45012801],[256.04454464],[54.59441663]
[0.48710927],[28.30415876],[4.70269262],[4.65364552],[-0.24937329],[149.90582621],[301.72864316],[151.82281695]
[0.44472036],[33.81898774],[8.31039637],[4.81726803],[0.93424031],[217.76531784],[602.10213678],[384.33681894]
[0.31554936],[32.12907716],[7.73212569],[3.56435873],[2.16930943],[190.33977131],[279.4125237],[89.07275238]
[0.39844752],[48.69117856],[5.26381475],[3.43981398],[0.56306389],[221.17840541],[351.28286418],[130.10445877]
[0.53854164],[32.29783072],[5.68967905],[2.41670763],[0.90650519],[159.1979928],[239.16879896],[79.97080616]
[0.45784399],[40.14834655],[11.42366509],[2.03030711],[6.88865723],[260.60274655],[426.33636288],[165.73361633]
[0.57297294],[34.10635878],[4.58427448],[4.45857342],[-0.40920743],[165.05308539],[399.42569574],[234.37261035]
[0.35190674],[44.5020305],[6.9053517],[3.87034949],[1.26967068],[237.64618106],[418.54619501],[180.90001395]
[0.35228581],[47.75824332],[4.61663801],[2.33694092],[0.99246874],[195.95252326],[181.51689236],[-14.43563089]
[0.3495483],[29.10789505],[3.5441463],[3.30209419],[0.18306728],[136.78282051],[119.07458984],[-17.70823067]
[0.34795361],[34.39927137],[7.91837948],[3.89880235],[1.80189074],[206.19059152],[369.5201471],[163.32955558]
[0.51426121],[45.33188033],[11.79340541],[4.95848927],[2.04544021],[372.13841387],[1363.2518949],[991.11348103]
[0.518124],[28.20583601],[8.05584459],[2.54640052],[2.18192665],[168.4171246],[299.78540107],[131.36827647]
[0.44588973],[28.8530703],[4.78061997],[4.49217425],[-0.07798842],[151.62935357],[276.28691302],[124.65755945]
[0.44425441],[25.98663763],[6.20628267],[3.59492136],[0.70059221],[152.15594975],[257.57444971],[105.41849996]
[0.37897155],[44.00905056],[9.56726035],[3.24323334],[3.23606058],[277.52880988],[517.50480954],[239.97599966]
[0.33641444],[27.09643051],[6.73751681],[2.80500894],[1.99942038],[155.15954846],[172.2744329],[17.11488444]
[0.51326158],[31.55437758],[8.56003284],[2.36674525],[2.80160241],[184.65834057],[328.11442275],[143.45608218]
[0.36678301],[28.94523644],[3.38068654],[2.384321],[0.36628902],[131.89557202],[85.57677975],[-46.31879228]
[0.38854124],[38.31799975],[10.87892499],[4.52260867],[2.74354173],[286.70305022],[732.51234112],[445.8092909]
[0.54044642],[37.2887448],[5.58703327],[2.66234913],[0.68929061],[176.13686952],[299.76206644],[123.62519691]
[0.43639301],[27.77677975],[7.79095743],[2.73050925],[2.18373995],[166.10735199],[257.86604722],[91.75869523]
[0.4907167],[30.47635388],[3.25200985],[2.11262547],[0.18704009],[132.99565794],[102.74677842],[-30.24887952]
[0.3392567],[40.40616778],[7.09139186],[3.79750765],[1.47713926],[220.60225147],[369.1528616],[148.55061013]
[0.36773766],[35.44447114],[10.35115337],[4.26459981],[2.81669078],[253.77916469],[575.37851363],[321.59934894]
[0.38493261],[36.71367827],[10.44595436],[4.50713985],[2.52773651],[267.11653426],[665.36776261],[398.25122836]
[0.37113023],[42.97102553],[4.86629491],[4.99880439],[0.05522279],[202.65277811],[387.94183796],[185.28905986]
[0.54113464],[47.42740155],[6.63299759],[4.94631009],[-0.01440093],[258.42409497],[842.02667064],[583.60257567]
[0.57361053],[31.81661421],[6.29327428],[2.44046561],[1.09445832],[163.63557983],[280.2982774],[116.66269757]
[0.34450977],[41.13088242],[6.47600352],[2.02809495],[2.64104535],[193.77970682],[186.10794967],[-7.67175716]
[0.49233095],[34.98268726],[7.68736084],[4.20565647],[0.80302147],[208.68188602],[556.82838497],[348.14649895]
[0.57067202],[33.11398975],[4.49417496],[4.99126016],[-0.57228653],[163.0550481],[423.89498106],[260.83993296]
[0.43170798],[26.11140984],[9.12781793],[2.95205695],[2.87649912],[173.65146316],[303.74706924],[130.09560608]
[0.34986864],[39.73679544],[3.99117635],[4.56575948],[0.01141899],[174.98868015],[253.34468882],[78.35600867]
[0.40915179],[29.36644444],[7.84494567],[3.54436596],[1.64100149],[179.89667299],[334.09065222],[154.19397924]
[0.37528554],[43.33702039],[6.22541026],[2.97196419],[1.34170518],[210.55875408],[300.90709207],[90.34833799]
[0.41348297],[34.326092],[4.22805987],[3.16660547],[0.25971905],[155.4174489],[190.02777204],[34.61032314]
[0.43328207],[40.8150013],[10.49717421],[4.91639043],[1.91320791],[303.07363988],[912.66059914],[609.58695926]
[0.45680842],[49.95380696],[4.08659172],[2.92830891],[0.19714025],[200.94608904],[273.07430145],[72.12821241]
[0.41022323],[47.99782139],[6.76995742],[4.06550639],[0.83101216],[254.70480897],[541.92896101],[287.22415204]
[0.44164514],[36.8727903],[3.24288709],[3.85308892],[-0.24421613],[154.39239122],[203.47934023],[49.08694901]
[0.34294536],[35.21413554],[6.85494108],[4.70925961],[0.91577502],[201.38067225],[389.85070472],[188.47003247]
[0.33092718],[36.57752684],[4.558213],[2.19972017],[1.13719239],[158.87817488],[121.36929342],[-37.50888145]
[0.41227036],[36.39103766],[6.12165766],[4.24469427],[0.50430731],[192.2381118],[389.84503694],[197.60692514]
[0.58657545],[44.64391889],[3.07842672],[2.31535289],[-0.06933252],[166.07194187],[186.65181066],[20.57986879]
[0.38039898],[38.26810834],[9.75480951],[2.21205845],[5.23260831],[228.53758284],[314.11721268],[85.57962984]
[0.31605252],[47.63869017],[6.57833044],[4.98683295],[0.85987833],[258.30371201],[493.92336861],[235.6196566]
[0.58768053],[26.54421095],[7.57618981],[4.53554767],[0.30327309],[172.71293218],[536.03321794],[363.32028576]
[0.51854621],[31.10668355],[10.88648037],[4.09596321],[2.26420153],[232.58417301],[719.25802384],[486.67385083]
[0.39665408],[30.64092803],[6.52128109],[2.11811774],[2.22246958],[158.94892014],[167.87918756],[8.93026743]
[0.42056459],[26.48324646],[8.74448147],[2.44551376],[3.38223923],[166.76923969],[238.18154075],[71.41230106]
[0.37957265],[39.47598894],[4.46599072],[3.37204556],[0.36403133],[174.54626575],[225.65199878],[51.10573303]
[0.39532383],[31.24072401],[7.07589176],[3.72706781],[1.20582566],[180.30196014],[325.70360285],[145.40164272]
[0.54478227],[45.60595374],[9.81327218],[3.62644733],[1.98189837],[300.36530279],[884.17803926],[583.81273647]
[0.44793945],[38.18059857],[3.74152019],[3.37971325],[-0.02725306],[161.77557929],[216.26686902],[54.49128973]
[0.39441769],[37.98939022],[6.94901783],[4.19418523],[0.91375904],[211.08912521],[436.70659047],[225.61746526]
[0.53610542],[26.83482232],[11.82532604],[4.62948118],[2.20644119],[223.87066765],[787.57943124],[563.70876359]
[0.47624898],[49.49184914],[10.19050055],[3.7620674],[2.41088986],[339.4106455],[903.62831404],[564.21766854]
[0.32816646],[29.60370863],[11.38599757],[4.67427598],[3.5340569],[236.61983661],[517.04190616],[280.42206955]
[0.57832543],[38.73558684],[5.27372519],[2.80084808],[0.40651535],[178.42114712],[330.89444573],[152.47329861]
[0.32708927],[25.91501144],[11.10475808],[4.40574602],[3.60706686],[206.90598504],[414.71167504],[207.80569]
[0.32785598],[40.37127465],[7.17440052],[3.39132801],[1.86142207],[217.3631671],[322.04087054],[104.67770345]
[0.387076],[43.74165253],[5.98693109],[2.60239764],[1.42378415],[204.32640905],[263.79669197],[59.47028292]
[0.35621667],[44.71418113],[10.27530454],[2.64194137],[5.0779964],[283.66750882],[432.39175444],[148.72424562]
[0.439676],[32.78548174],[11.7776973],[3.08827872],[4.72684514],[241.02233217],[524.31369888],[283.2913667]
[0.51106114],[35.95957675],[10.33231494],[2.95483073],[3.24894961],[237.40423301],[561.07081145],[323.66657844]
[0.57567764],[37.40947086],[7.45553334],[3.67515978],[0.74217626],[211.46432534],[590.08675564],[378.6224303]
[0.54708664],[41.7424428],[3.29135134],[2.32625599],[0.03264627],[160.71427627],[174.85003172],[14.13575546]
[0.41833708],[37.008632],[5.43085506],[4.22908732],[0.26273227],[184.65624766],[355.58567808],[170.92943042]
[0.35693706],[25.79590895],[4.635653],[2.26349389],[1.03253688],[132.96889849],[96.61236766],[-36.35653083]
[0.47792305],[30.43685549],[4.52516814],[3.70555049],[0.00946321],[150.36641932],[243.9187649],[93.55234558]
[0.51183171],[48.78632838],[4.18184581],[2.4776056],[0.30578407],[194.54575951],[258.71732731],[64.1715678]
[0.49195825],[46.1276485],[9.54441079],[2.08473771],[4.31661806],[265.87260626],[451.53363755],[185.66103129]
[0.58290067],[26.01841633],[9.9760717],[3.40231199],[2.12806475],[185.79431432],[514.76511552],[328.97080119]
[0.40776918],[35.6117909],[6.58890826],[4.20195891],[0.7094153],[195.43765388],[402.04390067],[206.60624679]
[0.31281457],[46.67651246],[7.97301871],[3.18020208],[2.69807791],[260.24258929],[370.22255474],[109.97996546]
[0.53073271],[43.97623707],[4.66659055],[4.79195437],[-0.39891783],[201.91470237],[521.92282477],[320.0081224]
[0.35889472],[30.58409815],[9.6801176],[4.72450886],[2.14199873],[219.24078396],[501.99576593],[282.75498197]
[0.5616881],[30.12395119],[9.33204273],[4.84536589],[0.83808348],[213.23177915],[765.08634564],[551.85456649]
[0.55901022],[41.35836876],[8.2849709],[3.20757096],[1.49438752],[238.42868746],[614.39887627],[375.97018881]
[0.47187361],[28.99329175],[3.90281466],[4.44385735],[-0.32263727],[143.29025007],[237.28006523],[93.98981516]
[0.45234657],[31.89804027],[11.07295725],[2.82753847],[4.47331955],[221.99038594],[451.75965938],[229.76927344]
[0.53847854],[33.85812659],[11.61374099],[4.46047272],[2.2280669],[267.25663784],[944.46168822],[677.20505038]
[0.58894845],[32.24477568],[5.07033644],[3.80944936],[-0.11719482],[161.81312344],[366.80531883],[204.99219539]
[0.58458108],[34.91264079],[7.2678681],[2.56662486],[1.4582659],[186.35162172],[380.71228209],[194.36066038]
[0.35996205],[29.07488394],[4.06604615],[3.97887631],[0.12869125],[143.4787294],[169.31968306],[25.84095365]
[0.422826],[47.30290443],[9.67567408],[2.97821971],[3.312769],[295.51016952],[576.35154393],[280.84137442]
[0.32272074],[46.76049258],[4.44180734],[2.61336609],[0.86355628],[192.54670996],[175.17249533],[-17.37421463]
[0.57014044],[26.5552717],[7.23570392],[2.47226706],[1.57710633],[155.0148262],[270.83748322],[115.82265703]
