Cb,L,B,T,GMT,Wt,Disp,Excess
[0.32198484],[33.19796683],[6.21993274],[2.82566981],[1.73644346],[199.59456612],[187.86851896],[-11.72604716]
[0.409566],[38.36277426],[8.02253858],[4.09544747],[1.36742276],[487.8157126],[516.23456288],[28.41885028]
[0.34040272],[28.99347406],[4.36046852],[4.88186184],[0.07000229],[197.24751052],[210.09316064],[12.84565012]
[0.42811892],[40.78776581],[9.30028709],[4.92143755],[1.37817604],[780.86095621],[799.25005017],[18.38909395]
[0.41663221],[33.62133373],[8.62611262],[2.96717651],[2.60148161],[397.12163675],[358.53064623],[-38.59099052]
[0.48394033],[39.07555508],[10.2646538],[3.42601256],[2.76145392],[618.64830127],[665.01314099],[46.36483972]
[0.31116358],[48.14202843],[3.25394082],[4.04115065],[0.06551921],[209.59058833],[196.98258874],[-12.60799959]
[0.3474984],[27.33284724],[7.43699463],[2.97764251],[2.23731955],[208.27142586],[210.33313989],[2.06171403]
[0.40457457],[40.05096358],[3.96335181],[2.86587944],[0.30176614],[200.96089944],[184.04841849],[-16.91248095]
[0.49588831],[38.15409697],[4.76547384],[2.09940781],[0.79792719],[201.49724452],[189.29012162],[-12.2071229]
[0.34567949],[30.62397719],[4.58717378],[3.82833187],[0.37390568],[187.64105823],[185.9045323],[-1.73652593]
[0.37021615],[27.82687175],[5.8279498],[2.91316542],[1.19278431],[186.82992643],[174.9043833],[-11.92554314]
[0.53639354],[44.20610573],[4.13984629],[2.0435231],[0.47456949],[198.15701491],[200.59937043],[2.44235553]
[0.33807244],[36.0252873],[4.45987202],[3.5690058],[0.43750181],[193.26312423],[193.85940335],[0.59627913]
[0.57738726],[39.39519978],[3.65801982],[2.28377342],[0.11756977],[184.6976405],[190.02448779],[5.32684729]
[0.48034596],[39.65468568],[8.75068347],[4.97384319],[0.86983379],[874.99631338],[829.0538063],[-45.94250709]
[0.33721804],[29.52133693],[5.69462854],[3.10133344],[1.16659272],[189.28282345],[175.81692555],[-13.46589791]
[0.4554127],[38.06186417],[5.21603703],[2.26321874],[1.01023566],[213.02281482],[204.62674264],[-8.39607218]
[0.43617456],[41.50932825],[5.81424268],[2.43735538],[1.25877179],[236.97817003],[256.57718895],[19.59901892]
[0.40636672],[39.02419505],[5.27625042],[2.50701619],[1.02791281],[218.68031077],[209.76577448],[-8.91453629]
[0.50686839],[30.91894885],[6.38919132],[2.26485526],[1.49820458],[209.2176082],[226.78079455],[17.56318635]
[0.41039606],[33.34533998],[9.25256556],[2.44661056],[3.90827095],[341.69804043],[309.78854302],[-31.90949741]
[0.45403881],[38.64764126],[9.62338826],[2.0096084],[4.8877293],[309.23179791],[339.35590702],[30.12410911]
[0.34010469],[28.7500775],[5.47544632],[3.30968415],[0.938468],[188.71773109],[177.19754846],[-11.52018263]
[0.41433164],[35.10806246],[7.41458864],[3.23808281],[1.60824814],[357.397975],[349.24482384],[-8.15315116]
[0.42319274],[49.14983472],[4.26986002],[2.39251138],[0.57415998],[219.97898414],[212.48482666],[-7.49415748]
[0.48413254],[34.5412012],[9.86737118],[2.89167459],[3.16138912],[500.87990928],[477.1474329],[-23.73247638]
[0.43862935],[39.61841073],[9.12579807],[4.84313364],[1.2885019],[790.31343821],[768.05451181],[-22.2589264]
[0.37858387],[31.43095202],[8.14340215],[2.15004041],[3.70170099],[208.58365168],[208.33975371],[-0.24389797]
[0.41215278],[37.57469949],[5.52259619],[2.4619241],[1.16834376],[221.7819115],[210.55797635],[-11.22393515]
[0.53539577],[39.12908214],[3.6324287],[2.328441],[0.15013367],[182.99317581],[177.18907025],[-5.80410556]
[0.36342574],[36.1625498],[10.18972159],[2.04592227],[6.47743114],[251.37685632],[273.9846138],[22.60775748]
[0.42494274],[37.49442797],[8.86796917],[2.28033096],[3.7526738],[305.2817612],[322.19530464],[16.91354345]
[0.3247908],[38.75059031],[10.32379606],[2.15607053],[6.91207288],[267.39257734],[280.14599887],[12.75342153]
[0.42854361],[37.16382979],[9.08731799],[2.6456993],[3.29052661],[358.59213687],[382.90558189],[24.31344502]
[0.3898731],[28.42271591],[4.25662059],[4.20178214],[0.0310866],[189.01660479],[198.19254615],[9.17594137]
[0.43950454],[39.35035078],[3.95137769],[3.42844295],[0.03155758],[221.8800527],[234.29199003],[12.41193733]
[0.47318743],[37.89114513],[4.81632221],[2.70589677],[0.51172611],[225.22581132],[233.66716419],[8.44135287]
[0.58363041],[32.94159958],[4.20447792],[2.46476825],[0.19900222],[186.25192828],[199.23735212],[12.98542383]
[0.36361987],[44.05403825],[4.43990372],[2.94697223],[0.56331134],[208.4331839],[209.59596843],[1.16278452]
[0.49403693],[40.56163062],[5.46849372],[2.08458333],[1.18001494],[219.27798622],[228.43455374],[9.15656753]
[0.31814615],[46.39152522],[9.42008529],[2.15662987],[5.82415123],[290.88889458],[299.8442847],[8.95539012]
[0.34717289],[45.15314483],[3.66307307],[3.99956988],[0.05886613],[209.3223003],[229.66387178],[20.34157148]
[0.50883573],[26.19473473],[11.66117434],[4.64162906],[2.26001561],[676.78201051],[721.44682131],[44.6648108]
[0.47049513],[37.91250168],[8.69432978],[4.34356113],[1.2322057],[708.32805968],[673.62721441],[-34.70084528]
[0.38791053],[46.4728777],[4.72971508],[2.56081934],[0.79110945],[216.4082508],[218.34590419],[1.93765338]
[0.46659315],[38.12237535],[11.33870857],[3.60659166],[3.3806145],[762.05111516],[727.40934372],[-34.64177144]
[0.5038545],[27.81370741],[6.05797164],[2.3895228],[1.20713671],[205.25661912],[202.86281041],[-2.39380871]
[0.40105466],[41.07756235],[11.65709846],[4.8789232],[2.8041242],[993.80469419],[936.9635068],[-56.84118739]
[0.42809394],[39.46606229],[10.48158905],[4.67171969],[2.10986606],[895.76330673],[827.3071546],[-68.45615213]
[0.4009342],[45.56354046],[4.76089865],[2.28585391],[0.92924986],[214.95692414],[198.8053087],[-16.15161545]
[0.35802786],[37.04681864],[8.08413597],[2.143622],[3.84307922],[226.09269431],[229.85267431],[3.75998]
[0.38846002],[31.48724338],[5.91741888],[2.90300297],[1.16619281],[197.18671438],[210.11678983],[12.93007544]
[0.32422244],[32.06621556],[4.98227663],[4.19665465],[0.48395908],[201.25934858],[217.38113395],[16.12178537]
[0.33949454],[26.08132271],[7.69535919],[3.34490304],[2.13876301],[216.47999393],[227.91601082],[11.43601689]
[0.48436439],[37.28134418],[11.81164411],[2.92011399],[4.67567391],[623.52368464],[622.8363103],[-0.68737434]
[0.47430384],[34.52848126],[6.87477389],[2.58071303],[1.5935654],[286.46048526],[290.55760644],[4.09712118]
[0.38455015],[42.47661455],[3.69418111],[2.93774724],[0.23951922],[192.25204399],[177.27010183],[-14.98194216]
[0.37289107],[30.60695994],[5.7397614],[2.5734101],[1.36730242],[184.91072355],[168.57960023],[-16.33112332]
[0.33520302],[44.24390727],[6.30666742],[2.67387818],[1.8362443],[236.17330445],[250.09380672],[13.92050227]
[0.42968508],[38.04737222],[4.94528417],[3.613974],[0.28749978],[267.17622271],[292.18049344],[25.00427073]
[0.41501192],[41.29745302],[4.53760219],[3.26849484],[0.3206283],[231.59309455],[254.18976573],[22.59667118]
[0.45530496],[37.84468301],[4.15770877],[2.88658323],[0.23878126],[210.71774822],[206.79755859],[-3.92018963]
[0.3217924],[49.17132971],[10.26828206],[2.05000527],[7.26477899],[322.55454033],[333.07381951],[10.51927918]
[0.47885011],[44.61632734],[5.52505083],[2.07220953],[1.26836117],[227.15704047],[244.60388941],[17.44684894]
[0.54501259],[25.10519355],[5.93942972],[3.35185984],[0.43175614],[258.82790066],[272.39598719],[13.56808653]
[0.44268948],[38.86864194],[6.35960112],[2.41513936],[1.56832447],[247.81774007],[264.28386109],[16.46612103]
[0.45826945],[33.72981757],[6.06994133],[3.4087628],[0.69236259],[340.93505513],[319.82777218],[-21.10728295]
[0.38860481],[28.12203919],[5.90169393],[3.45333142],[0.85083924],[202.91450132],[222.72548975],[19.81098843]
[0.57841953],[25.51598021],[5.65820775],[2.49122894],[0.74785195],[207.86348889],[208.04042555],[0.17693665]
[0.58400056],[25.81163264],[4.8550851],[2.75020715],[0.27573505],[202.5584783],[201.27553728],[-1.28294103]
[0.57242206],[30.13349141],[4.3162303],[2.62754395],[0.1768126],[189.33432411],[195.62322521],[6.2889011]
[0.57760565],[37.44985052],[3.72421229],[2.37437523],[0.09784696],[183.56325944],[191.2781235],[7.71486406]
[0.38314396],[28.72932963],[9.22805654],[2.16301425],[4.7435939],[215.03418617],[219.71367984],[4.67949367]
[0.36328363],[39.72172668],[5.55276296],[2.63572749],[1.25946045],[208.18464808],[211.19497965],[3.01033157]
[0.40015165],[37.9437598],[4.91142313],[4.21465887],[0.17264176],[290.38102241],[314.29303116],[23.91200875]
[0.42394586],[42.72015552],[4.66871533],[2.31728053],[0.79344733],[208.50488063],[195.93825263],[-12.56662801]
[0.32572666],[33.89314086],[4.95751043],[3.85740094],[0.57281],[199.58465509],[211.11716222],[11.53250713]
[0.38866434],[26.00798834],[5.89014272],[3.69370413],[0.73447654],[202.92730953],[219.92235914],[16.99504961]
[0.39670372],[28.90708751],[7.08742755],[2.53844737],[2.13402014],[199.7895686],[206.31338682],[6.52381823]
[0.35685739],[28.87743347],[10.34393646],[2.32438071],[5.91525673],[233.83620444],[247.76866938],[13.93246494]
[0.31312033],[46.09677333],[6.47088492],[2.76560536],[2.01255228],[247.45432531],[258.30670052],[10.85237521]
[0.42200648],[38.60351147],[3.61911393],[3.15945522],[0.06114821],[200.30638052],[186.2774966],[-14.02888392]
[0.44120408],[35.54517791],[6.08744448],[4.50587608],[0.29348373],[454.95475961],[430.16440101],[-24.7903586]
[0.36893531],[31.79700954],[9.42335429],[2.09652125],[5.29629435],[224.47193176],[231.76149494],[7.28956319]
[0.3224339],[34.17811535],[8.55671931],[2.62781365],[3.79783437],[230.04675343],[247.7939241],[17.74717067]
[0.3133232],[49.84747445],[6.63117822],[2.48810466],[2.40769614],[261.6237911],[257.68851153],[-3.93527957]
[0.5233938],[42.27319209],[3.41054164],[2.3288331],[0.09965979],[186.30587243],[175.73381501],[-10.57205742]
[0.31410528],[30.91198177],[4.87094989],[3.96600457],[0.55763038],[192.08434631],[187.57241241],[-4.51193389]
[0.47335548],[34.70867206],[8.63570158],[2.1643735],[3.42974055],[302.11535264],[307.08262257],[4.96726993]
[0.40255593],[33.85366527],[10.67583324],[2.1481094],[6.22722482],[342.41189434],[312.52884216],[-29.88305218]
[0.34429939],[29.41969181],[9.93831352],[2.24811648],[5.81709973],[225.90698548],[226.3111133],[0.40412782]
[0.40705396],[38.47763844],[6.89932163],[4.45194629],[0.72383477],[447.11077744],[481.07933317],[33.96855573]
[0.52976721],[36.91695871],[3.44827096],[2.34913761],[0.09350286],[175.78378992],[158.42394903],[-17.35984088]
[0.39018532],[49.85516486],[3.8574148],[3.24997972],[0.17907401],[221.85681847],[243.86983049],[22.01301202]
[0.40669535],[34.42236634],[11.49905577],[2.20879262],[6.99577623],[374.80732536],[355.57158368],[-19.23574168]
[0.31438067],[27.30839661],[8.88213258],[3.08302927],[3.51670342],[228.65334937],[235.09692053],[6.44357116]
[0.43900068],[38.6349611],[11.16320517],[2.74533185],[4.83735807],[472.77035091],[519.79180141],[47.0214505]
[0.443746],[36.30328001],[4.2092966],[3.03679221],[0.2253468],[215.74640972],[205.92303185],[-9.82337787]
[0.40974941],[37.19113715],[11.59741085],[3.04475826],[4.94659382],[543.23535151],[538.11072733],[-5.12462418]
[0.44168276],[40.47747309],[4.83769755],[2.58571821],[0.66457958],[218.18763467],[223.63704832],[5.44941365]
[0.32122791],[26.59443233],[5.09623997],[4.44508206],[0.46528258],[195.66125367],[193.52347369],[-2.13777998]
[0.3617688],[36.97602271],[6.05180475],[2.65371812],[1.54287957],[207.51814055],[214.82805506],[7.30991451]
[0.44319039],[35.41732835],[8.87837502],[2.40535764],[3.40242002],[331.96120817],[335.21178222],[3.25057405]
[0.49538664],[33.79458372],[6.03206717],[3.04631623],[0.76116443],[317.36473357],[307.63273501],[-9.73199856]
[0.41882382],[47.54478755],[3.2140873],[2.92871141],[0.02569742],[203.45591027],[187.44270261],[-16.01320766]
[0.50405533],[25.2305766],[7.24214183],[4.50945581],[0.45547884],[391.92649334],[415.33310574],[23.4066124]
[0.34443977],[27.77520987],[4.30535015],[3.96353806],[0.2525177],[180.22784223],[163.25337017],[-16.97447206]
[0.39389868],[46.18619231],[4.53397371],[2.84040174],[0.55077907],[216.3796092],[234.29091755],[17.91130834]
[0.44419371],[38.89535146],[8.92358698],[4.4982028],[1.36797504],[702.57076566],[693.50340658],[-9.06735908]
[0.31168496],[27.8858489],[9.89712221],[2.40822099],[5.83763437],[222.02276691],[207.15956432],[-14.86320259]
[0.56402477],[43.260452],[3.52087306],[2.08702522],[0.18140824],[187.76803028],[179.29463492],[-8.47339536]
[0.48554383],[33.40477929],[7.1939419],[2.00187447],[2.45615134],[250.21698106],[233.58277528],[-16.63420578]
[0.34228452],[41.77903633],[6.55533257],[2.13438921],[2.57170199],[220.19584711],[200.08476468],[-20.11108243]
[0.34676915],[37.45368701],[5.53872643],[2.65652204],[1.31391506],[200.59785146],[191.09898021],[-9.49887125]
[0.40989818],[35.07616185],[4.61774717],[3.53809116],[0.26672361],[247.13022028],[234.90227614],[-12.22794414]
[0.32106851],[28.93119594],[5.72881025],[4.27820333],[0.74529745],[210.50330659],[227.66169243],[17.15838584]
[0.41544688],[43.22812726],[4.17512221],[3.12368572],[0.25257193],[219.43804565],[234.21701654],[14.7789709]
[0.46969751],[35.04598007],[8.76440203],[3.53084779],[1.8417178],[563.10000042],[509.39860592],[-53.7013945]
[0.4824096],[33.80026717],[5.7425327],[3.71066902],[0.36151983],[373.67484921],[347.44956361],[-26.2252856]
[0.49898826],[38.90512678],[6.51652705],[4.82585838],[0.12001328],[576.66341033],[610.50318792],[33.83977759]
[0.43006712],[34.29445321],[5.6266268],[4.82834671],[0.09222589],[444.811103],[400.68832312],[-44.12277988]
[0.47628074],[35.67314795],[5.79666526],[4.26202488],[0.18181281],[427.38884366],[419.75768507],[-7.63115859]
[0.38050616],[40.29309485],[4.84444927],[2.82816907],[0.72878719],[202.67486707],[210.05939128],[7.38452421]
[0.39939089],[47.59918937],[7.03047803],[2.03413299],[2.73817649],[251.79021811],[271.87039092],[20.08017281]
[0.54229107],[25.25309248],[10.60981323],[2.03898228],[5.15287528],[271.77111079],[296.25672121],[24.48561042]
[0.49356063],[36.065585],[10.89177542],[2.84663632],[3.96375241],[565.35663819],[551.90478569],[-13.4518525]
[0.39501164],[49.65355349],[3.34525513],[3.08729909],[0.06823654],[209.49333495],[202.56676006],[-6.92657489]
[0.33934302],[42.7990635],[4.20295451],[3.25377094],[0.44300984],[203.59898461],[198.61628528],[-4.98269934]
[0.34989658],[28.62732666],[5.70035829],[2.92778946],[1.21045172],[185.20765072],[167.17159806],[-18.03605265]
[0.36586374],[42.47035481],[6.18003712],[2.17764136],[2.06523247],[218.62189753],[209.11380409],[-9.50809344]
[0.45456378],[33.1290982],[5.16792629],[3.6599148],[0.27156811],[313.2052107],[284.83393171],[-28.37127899]
[0.3574838],[34.20208652],[5.84865238],[2.65010188],[1.4459487],[194.20290671],[189.50791057],[-4.69499614]
[0.45626395],[34.70355731],[7.28217249],[2.96873012],[1.55684338],[338.59022438],[342.31176941],[3.72154504]
[0.39079446],[26.0628824],[7.54644817],[2.35649314],[2.73799208],[192.12396847],[181.12551006],[-10.99845842]
[0.54347459],[45.63948821],[3.74042514],[2.25561021],[0.20506887],[199.55425782],[209.26906108],[9.71480326]
[0.32068658],[30.24567426],[9.62575323],[2.24185074],[5.80376678],[222.17612868],[209.30783019],[-12.8682985]
[0.43748],[36.62264531],[7.01457476],[3.18618178],[1.3288209],[337.57315675],[358.07979425],[20.50663749]
[0.37820328],[25.02544891],[6.69748413],[2.68114985],[1.83452016],[187.035775],[169.95735024],[-17.07842476]
[0.40853748],[35.0506147],[10.41036677],[3.17367241],[3.72733352],[521.2354467],[473.10296681],[-48.13247989]
[0.4920025],[35.82677693],[6.11123874],[4.46863375],[0.15350858],[507.49679388],[481.37004453],[-26.12674935]
[0.45401449],[48.23602066],[3.92043884],[2.57983962],[0.28414238],[216.03268056],[221.49736981],[5.46468926]
[0.57007265],[29.91196859],[4.84686728],[2.67057181],[0.33786541],[201.50061216],[220.71944352],[19.21883136]
[0.37332859],[35.79382633],[5.14715418],[3.07695897],[0.76585368],[198.48709737],[211.63537199],[13.14827461]
[0.41683408],[49.06576052],[4.54746602],[2.20167823],[0.82799692],[220.69767705],[204.76940402],[-15.92827303]
[0.35473149],[34.79218248],[7.94319351],[2.463601],[3.18624254],[221.40660416],[241.51656703],[20.10996287]
[0.4662935],[39.45574708],[9.41596005],[4.6441727],[1.39126835],[840.8037524],[804.53065954],[-36.27309285]
[0.381512],[42.01809254],[5.74802355],[2.19506008],[1.65979912],[211.3182726],[202.25975895],[-9.05851365]
[0.52460688],[25.30388705],[7.73876756],[3.88242852],[0.88913766],[364.13439577],[398.83796582],[34.70357004]
[0.33716511],[29.41067631],[6.80335383],[2.67124775],[2.16685338],[195.36430705],[180.21248117],[-15.15182588]
[0.38835726],[40.03011329],[3.56494655],[3.60331739],[0.00908474],[191.16206563],[199.6980321],[8.53596647]
[0.33331474],[26.32269123],[10.14953988],[2.1804886],[6.45245805],[213.00627579],[194.1712784],[-18.83499739]
[0.43256586],[39.993534],[4.35407587],[3.09938333],[0.27596609],[221.89963367],[233.46044164],[11.56080797]
[0.33172587],[37.25330347],[3.89762034],[3.52598362],[0.28619132],[186.32305548],[169.83373265],[-16.48932284]
[0.34341979],[35.73120473],[9.12176234],[2.35466811],[4.63545266],[241.7232906],[263.56117535],[21.83788476]
[0.55026719],[32.71189243],[3.99668822],[2.83169681],[0.03181494],[189.22619186],[203.71654681],[14.49035495]
[0.48049172],[36.93617897],[6.04139827],[3.64285507],[0.50046593],[358.6526957],[390.5865044],[31.9338087]
[0.52333198],[26.85592206],[8.27360609],[2.24585405],[2.72478165],[237.72946428],[261.15221389],[23.42274961]
[0.45068479],[39.49705085],[7.9731163],[4.95688884],[0.71530123],[697.23991901],[703.51740954],[6.27749053]
[0.31272556],[31.17479849],[7.78102847],[3.19564025],[2.54337637],[225.02357125],[242.41635937],[17.39278812]
[0.36745898],[39.43096341],[7.63363432],[2.17828451],[3.26222014],[229.91758009],[240.93073858],[11.0131585]
[0.41313332],[38.80945009],[10.58051751],[4.02971989],[2.80886131],[695.0658413],[683.61168907],[-11.45415223]
[0.32298381],[27.12707667],[8.69710927],[3.20217513],[3.13009263],[227.59685979],[244.00782803],[16.41096825]
[0.37396704],[34.51747116],[3.90629158],[3.9393524],[0.05338249],[185.09693482],[198.63774858],[13.54081376]
[0.4107551],[37.83907607],[9.41050566],[4.22748729],[1.97592299],[645.55154945],[618.3277781],[-27.22377135]
[0.46181388],[36.09465652],[8.81912723],[3.11250667],[2.3046341],[451.90422637],[457.55762057],[5.6533942]
[0.42160549],[38.40750677],[7.58025252],[2.00589047],[3.12351833],[248.17195493],[246.2142959],[-1.95765904]
[0.39220533],[43.83027794],[5.01089978],[2.18164994],[1.1697876],[206.36109606],[187.92670344],[-18.43439261]
[0.43545647],[48.66145347],[6.36276437],[2.04511132],[2.00392776],[253.69386536],[275.73546003],[22.04159467]
[0.53773342],[25.52579791],[11.69480462],[4.64559058],[2.11789016],[733.46690378],[745.72767562],[12.26077184]
[0.53007778],[41.1647605],[3.27693274],[2.46284047],[0.00139599],[183.81315594],[176.10391188],[-7.70924406]
[0.45557361],[36.21728269],[8.39923199],[3.95104029],[1.41104174],[586.87455184],[547.55210561],[-39.32244623]
[0.47260021],[34.21251949],[4.96177856],[2.58125458],[0.63851218],[221.05026325],[207.08430667],[-13.96595658]
[0.44933831],[42.53414091],[3.64747333],[2.53540402],[0.21999787],[194.93928436],[176.74633257],[-18.19295179]
[0.43369583],[38.02065519],[9.65898421],[3.5331546],[2.57006662],[542.49056066],[562.72853778],[20.23797712]
[0.36159884],[41.64050087],[6.18425372],[2.21333934],[2.05183859],[216.29896666],[206.10013435],[-10.19883231]
[0.46095787],[35.22560922],[6.37757366],[2.55488581],[1.38381343],[264.35722031],[264.57373509],[0.21651478]
[0.34375509],[29.69523838],[4.17195327],[3.96872134],[0.21436458],[180.94563895],[169.01529113],[-11.93034782]
[0.33954138],[25.89609443],[9.87253265],[2.92345163],[4.35033228],[235.81839619],[253.77654068],[17.95814448]
[0.34107382],[42.96190493],[3.48422919],[3.61748538],[0.11501212],[195.6165315],[184.69086669],[-10.92566481]
[0.44322759],[37.91693664],[11.61317527],[2.71450835],[5.29347022],[499.17930836],[529.78809104],[30.60878269]
[0.44719603],[46.05216246],[3.93112273],[2.3603526],[0.39789674],[204.73839946],[191.09153811],[-13.64686135]
[0.4165752],[36.51100907],[5.36593034],[4.9775452],[0.02629916],[408.56980556],[406.23513836],[-2.3346672]
[0.40281936],[37.7320938],[8.13374841],[2.70334979],[2.65261751],[313.71105939],[334.20598413],[20.49492475]
[0.37738814],[26.49274197],[5.233305],[4.00576945],[0.41621702],[197.28484329],[209.59318485],[12.30834156]
[0.43915228],[36.35289786],[5.7388274],[2.1534895],[1.45286485],[215.58647388],[197.29682646],[-18.28964743]
[0.58833579],[25.61916117],[10.39256696],[4.98741559],[1.06798041],[772.31317272],[781.24735655],[8.93418383]
[0.54439643],[27.16654149],[5.51756145],[2.87442272],[0.52788984],[217.13856405],[234.55648114],[17.41791709]
[0.3286483],[31.55879716],[10.71953181],[2.03572434],[7.85296306],[235.68055911],[226.33234386],[-9.34821525]
[0.48646641],[41.02055983],[3.80400514],[2.33051513],[0.2874278],[192.96929416],[176.90799821],[-16.06129595]
[0.31076263],[47.32672152],[5.97110739],[2.69034324],[1.75484868],[242.27155842],[236.26412603],[-6.00743239]
[0.37279029],[33.29756012],[5.10928414],[3.22543428],[0.68414267],[194.03737219],[204.56213732],[10.52476513]
[0.41462189],[33.98006185],[7.561253],[2.59056987],[2.30360221],[293.99081147],[275.97228921],[-18.01852226]
[0.42274698],[40.62770094],[5.61007758],[2.61759654],[1.0656441],[236.32990107],[252.2169894],[15.88708833]
[0.58139647],[25.65807239],[5.27868803],[3.41324343],[0.11079615],[248.19912234],[268.77549799],[20.57637565]
[0.442292],[36.84298133],[7.50905074],[3.63575686],[1.25110409],[427.79327081],[444.88085488],[17.08758407]
[0.37523853],[39.15006398],[5.59764886],[2.29606059],[1.49725288],[201.44504319],[188.81169701],[-12.63334618]
[0.39730387],[45.98140425],[3.36250932],[3.04421035],[0.07945248],[198.12434903],[187.00067636],[-11.12367267]
[0.36968351],[29.68588185],[8.15578011],[2.18418249],[3.72615909],[203.74236275],[195.49446257],[-8.24790018]
[0.4729436],[37.86388057],[7.23357075],[2.02098422],[2.51688102],[250.18812862],[261.788237],[11.60010837]
[0.33062573],[30.02089534],[9.86014821],[2.40486401],[5.51046482],[230.99239173],[235.36086937],[4.36847763]
[0.39138784],[44.77572817],[3.84843929],[3.0544554],[0.23359769],[202.79785793],[206.00056441],[3.20270648]
[0.4324285],[40.28988732],[6.85458234],[2.14193649],[2.25343637],[244.57788423],[255.79847175],[11.22058753]
[0.49648183],[33.00695965],[8.92079841],[2.28939506],[3.30327815],[358.00940957],[334.68276228],[-23.32664729]
[0.34156733],[42.55518485],[3.82796049],[3.57679929],[0.21992915],[200.17050343],[199.01729529],[-1.15320814]
[0.40664483],[40.09019911],[11.97448768],[4.64018831],[3.15949272],[999.1351374],[905.82857867],[-93.30655873]
[0.35462075],[39.19583632],[6.61690309],[2.48541816],[2.11024886],[219.76767185],[228.59057465],[8.82290279]
[0.4670765],[33.1904698],[4.98511258],[2.72742715],[0.58285966],[232.68878001],[210.78007203],[-21.90870798]
[0.47445854],[36.82607892],[6.11913571],[3.28081491],[0.72805915],[320.99886649],[350.77252016],[29.77365368]
[0.35818591],[42.90769418],[4.72230025],[2.71968251],[0.80692492],[206.19229261],[197.38560486],[-8.80668775]
[0.49682258],[36.94254395],[4.35319151],[2.98529809],[0.17420673],[228.83148486],[238.51934154],[9.68785667]
[0.42389727],[34.03660354],[7.44194869],[3.26047667],[1.55963737],[377.05472677],[350.08588461],[-26.96884217]
[0.49433058],[35.97052373],[7.29053405],[3.74174759],[0.88912083],[492.38502746],[485.06291486],[-7.3221126]
[0.44051058],[40.22006413],[9.33013064],[4.30161835],[1.70646722],[665.31843182],[711.08039575],[45.76196393]
[0.49611286],[36.24528727],[10.84728036],[3.32683503],[3.19689837],[716.61489008],[648.90954191],[-67.70534817]
[0.5833883],[26.62639403],[4.93699443],[2.22669577],[0.60735769],[183.22007928],[170.76292671],[-12.45715257]
[0.55712339],[26.28980239],[7.3562225],[2.20390918],[2.00074334],[222.91623507],[237.45825181],[14.54201674]
[0.40319161],[48.7450518],[4.46324367],[2.69355943],[0.56152582],[228.51673805],[236.2757679],[7.75902985]
[0.48976634],[41.28575746],[5.27416549],[2.10602146],[1.06708535],[216.83884429],[224.59792524],[7.75908094]
[0.44880761],[36.23927537],[5.42802282],[2.49032192],[0.97498093],[226.75781558],[219.85526802],[-6.90254756]
[0.53522159],[25.09794647],[9.49144106],[2.05962073],[4.04287878],[250.06238003],[262.59788269],[12.53550267]
[0.46525481],[37.18332828],[5.55708963],[2.81393436],[0.78046504],[253.61002375],[270.52069867],[16.91067492]
[0.38087345],[33.32892434],[6.98503757],[2.06372557],[2.77364818],[197.65474294],[182.98803159],[-14.66671134]
[0.54251795],[47.10070822],[3.59599154],[2.08868604],[0.23601566],[199.08197044],[191.92580756],[-7.15616288]
[0.34540758],[35.57161921],[7.70244666],[2.36572084],[3.20427893],[220.05026137],[223.88638889],[3.83612751]
[0.31264169],[45.75748502],[6.5051635],[2.86435557],[1.95372306],[248.72491513],[266.55951103],[17.8345959]
[0.44091661],[35.96958982],[7.71400381],[4.3955069],[0.92095421],[596.92692325],[537.75041745],[-59.1765058]
[0.44582719],[36.5330853],[5.67219335],[4.35052977],[0.20607379],[391.01495605],[401.92597414],[10.91101809]
[0.43757173],[45.57600074],[5.254161],[2.33691966],[1.03052211],[229.2808383],[244.86833526],[15.58749695]
[0.38165986],[36.44103376],[5.60998611],[2.36820805],[1.41435876],[195.07753552],[184.77738273],[-10.30015279]
[0.42636267],[41.88059905],[11.79309047],[4.80329179],[2.74274171],[1041.51086749],[1011.48317646],[-30.02769103]
[0.40794865],[38.21344776],[9.21344393],[2.84935005],[3.24583357],[374.87253975],[409.25078819],[34.37824844]
[0.44198991],[37.63357228],[10.7638164],[2.48525387],[4.98761701],[412.47207054],[444.96395917],[32.49188863]
[0.33739078],[30.77006463],[7.266314],[2.50430705],[2.70527387],[201.32885471],[188.91365868],[-12.41519603]
[0.48305994],[38.95019947],[8.1241324],[4.29356887],[0.96568598],[629.03731889],[656.30564271],[27.26832382]
[0.56371997],[35.33616583],[3.7651577],[2.14023327],[0.23848054],[174.98161568],[160.51925221],[-14.46236347]
[0.32474676],[38.12545715],[3.62335666],[4.45567488],[0.03248926],[193.17665344],[199.88696201],[6.71030856]
[0.41339622],[35.11202523],[7.03897502],[4.08750331],[0.91674613],[450.42179385],[417.62830537],[-32.79348848]
[0.42354881],[37.66167586],[10.06891326],[2.00366231],[5.70539157],[310.70160793],[321.81792796],[11.11632003]
[0.49531154],[33.68491271],[5.57838208],[4.00594629],[0.15825434],[414.19132049],[372.8440773],[-41.34724319]
[0.4924908],[46.86212202],[11.73203887],[4.98333006],[2.12013564],[1242.33442997],[1349.31459587],[106.9801659]
[0.40107855],[35.2185545],[11.08994591],[2.50151672],[5.72295462],[410.54545003],[391.86258488],[-18.68286515]
[0.32742286],[27.85061782],[6.85564339],[3.83680223],[1.40667675],[220.31931664],[239.86200397],[19.54268734]
