Cb,L,B,T,GMT,Wt,Disp,Excess
[0.47208964],[41.65294074],[10.59229532],[4.59159036],[1.95711986],[936.65144236],[956.36429017],[19.71284781]
[0.32407017],[36.29224812],[5.0816531],[3.48948939],[0.76011865],[202.22775953],[208.55462539],[6.32686586]
[0.4014003],[36.95387746],[4.96894096],[3.76995629],[0.32635705],[268.8539614],[277.86756834],[9.01360694]
[0.39828137],[40.62465304],[4.05602878],[3.2786579],[0.20882532],[197.74422838],[215.16755966],[17.42333128]
[0.46680951],[36.63166906],[4.90167031],[2.62848994],[0.60211266],[222.58725068],[220.31639481],[-2.27085587]
[0.36239602],[38.70327183],[4.32080412],[3.62062039],[0.29203429],[199.97254505],[219.42124026],[19.44869521]
[0.44225559],[35.61965704],[6.93006695],[3.52768283],[1.04967907],[384.1690697],[385.11463438],[0.94556468]
[0.42451878],[39.7473401],[5.01436752],[3.01614756],[0.56968126],[236.70032523],[255.19592027],[18.49559504]
[0.31085507],[36.80536209],[4.59106596],[3.94837009],[0.4778403],[200.74499021],[207.39602718],[6.65103698]
[0.3161274],[45.17246423],[8.5381516],[2.38420118],[4.28693532],[274.09477911],[290.69843013],[16.60365102]
[0.45618477],[35.88576843],[10.88636843],[2.34508194],[5.31844118],[410.61527559],[417.93051023],[7.31523464]
[0.47495538],[35.84373699],[5.93616122],[2.90140932],[0.86659703],[280.39571255],[293.21135509],[12.81564255]
[0.44683653],[35.9830512],[6.45641524],[3.50850005],[0.83727756],[353.02580725],[364.21648688],[11.19067964]
[0.36265986],[27.41911919],[10.57874587],[2.46106493],[5.74617659],[238.76986659],[258.88699981],[20.11713322]
[0.37692976],[25.00787435],[8.21654562],[2.93641824],[2.61666273],[215.48451192],[227.42824035],[11.94372843]
[0.52616318],[26.03811902],[11.06004179],[4.86691051],[1.699782],[705.37064069],[737.46291796],[32.09227728]
[0.40687559],[36.75956236],[10.11948091],[3.560665],[3.03660965],[562.97443561],[538.91630514],[-24.05813047]
[0.47982378],[34.96408012],[8.72517218],[3.06314131],[2.20425721],[466.13727043],[448.37863421],[-17.75863622]
[0.42588987],[36.54092728],[9.26670967],[3.70031142],[2.2218054],[558.05713519],[533.63058106],[-24.42655414]
[0.48871852],[35.86046487],[4.29279439],[3.44375062],[0.00900691],[251.39978963],[259.08752138],[7.68773175]
[0.32915951],[25.86143894],[8.94397018],[3.01033777],[3.50723111],[223.12100118],[229.19475167],[6.07375048]
[0.44159535],[49.53287357],[4.82513567],[2.42820023],[0.74925848],[235.09206232],[256.27841996],[21.18635764]
[0.40420557],[44.81728851],[7.84983199],[2.02525676],[3.45756812],[268.2848838],[287.99723731],[19.71235351]
[0.33859209],[39.4056752],[4.02731086],[3.80609671],[0.23044803],[197.58309347],[204.51753949],[6.93444602]
[0.31336728],[29.30507629],[7.27741239],[3.66358384],[1.83672637],[223.92260792],[244.83845182],[20.9158439]
[0.44337805],[35.78576934],[6.15696459],[3.91153921],[0.54045539],[380.35162202],[382.11922999],[1.76760797]
[0.38821376],[26.54333321],[5.23150893],[3.67947091],[0.49217685],[191.74090448],[198.35298113],[6.61207664]
[0.40202925],[37.32711961],[7.00820291],[4.10700875],[0.94493996],[415.72914849],[431.93104579],[16.2018973]
[0.47342646],[33.51114559],[4.74976134],[2.98090845],[0.35780862],[241.61995191],[224.62714254],[-16.99280937]
[0.31350249],[44.32941061],[7.89179325],[2.16712408],[4.06584744],[252.08241533],[237.67988231],[-14.40253302]
[0.40963296],[40.10958713],[6.34833615],[2.51946009],[1.60674055],[247.8107601],[262.79100062],[14.98024052]
[0.44452078],[35.89826062],[11.14826898],[3.23521008],[3.91719856],[631.87091691],[575.53984541],[-56.33107149]
[0.35254336],[34.02837568],[4.77265724],[3.70210906],[0.45068486],[196.52655489],[211.96453948],[15.43798459]
[0.47190585],[41.35545565],[10.03935987],[4.28205577],[1.90835832],[773.95842567],[838.97016053],[65.01173486]
[0.34223807],[27.80362814],[7.08332896],[2.76730393],[2.2340388],[198.04041838],[186.51942056],[-11.52099782]
[0.39683728],[28.33087634],[9.10013604],[2.04936145],[4.74671645],[209.4433895],[209.6712698],[0.2278803]
[0.48260554],[32.38896034],[6.14496156],[2.48327397],[1.24184586],[263.28325273],[238.5245656],[-24.75868713]
[0.50000854],[25.22163841],[8.21383697],[2.93197739],[1.93505299],[283.30434766],[303.70882443],[20.40447677]
[0.36430471],[30.48098115],[6.1100806],[2.91422432],[1.37120149],[195.96476895],[197.72593705],[1.76116811]
[0.40906186],[34.32542356],[9.23901283],[2.21845528],[4.3715004],[302.17987397],[287.79360973],[-14.38626424]
[0.46454454],[35.92882346],[5.49292594],[2.76015677],[0.78606404],[248.92791074],[253.05087855],[4.12296781]
[0.34782244],[46.80001769],[3.59870775],[3.62477831],[0.12412999],[210.00619253],[212.33991522],[2.33372269]
[0.38300268],[34.1000886],[3.82900142],[3.7175217],[0.06236233],[180.8731496],[185.90726543],[5.03411582]
[0.31541081],[29.2782936],[10.39497892],[2.32743241],[6.62927614],[231.25703695],[223.42050315],[-7.83653381]
[0.43214035],[39.47495027],[10.53189616],[4.01942159],[2.65051724],[711.77719588],[722.13190982],[10.35471394]
[0.46373557],[40.57347095],[11.83355782],[3.89655502],[3.38885947],[851.08701841],[867.57838271],[16.4913643]
[0.44661554],[38.61991025],[9.46415474],[4.77662016],[1.43436905],[865.42971776],[779.73608613],[-85.69363163]
[0.39748912],[39.01986728],[3.54002998],[3.49657764],[0.00645854],[187.4640376],[191.98228093],[4.51824333]
[0.4836476],[40.42609725],[10.33045115],[4.117007],[2.12998792],[802.39924843],[831.55646948],[29.15722106]
[0.40689415],[39.83244547],[8.82839093],[4.19567283],[1.71625408],[549.70644621],[600.3459522],[50.63950599]
[0.32541779],[40.03511431],[8.84061158],[2.2397526],[4.80815067],[251.4177084],[257.96733569],[6.54962729]
[0.58187035],[29.32636437],[4.42625529],[2.10341258],[0.4780671],[175.39548577],[158.87127572],[-16.52421005]
[0.40772715],[40.57758742],[8.01279228],[2.05923974],[3.51834797],[262.9548683],[272.98994524],[10.03507693]
[0.57657089],[26.9639069],[5.96292146],[2.37060717],[0.98226084],[207.56730027],[219.76281494],[12.19551467]
[0.31600522],[39.76184683],[7.71539791],[2.55335153],[3.20888788],[239.21108679],[247.53108593],[8.31999914]
[0.41393948],[38.43877391],[6.92915841],[2.45832981],[2.02010936],[259.30133575],[271.03601963],[11.73468388]
[0.32704538],[35.71905945],[8.99046096],[2.01635962],[5.54877509],[228.56928435],[211.76685098],[-16.80243337]
[0.41791681],[37.41085996],[8.60440029],[3.98948464],[1.67816796],[538.83398522],[536.69176727],[-2.14221795]
[0.34032849],[44.29079996],[5.00958752],[3.10189388],[0.82324901],[220.59703173],[234.22903517],[13.63200345]
[0.31796136],[26.38683155],[7.87985989],[2.74896694],[3.06743292],[200.49084225],[181.7396161],[-18.75122615]
[0.36981072],[27.73562942],[9.55405651],[2.09038396],[5.45724044],[212.32271962],[204.84784015],[-7.47487947]
[0.41027649],[37.90609665],[9.42108099],[3.39307903],[2.7178361],[472.43463043],[497.14194853],[24.70731809]
[0.53569297],[25.06822333],[7.33804986],[3.42011371],[0.96862703],[310.08804799],[337.02390594],[26.93585795]
[0.45972366],[37.12346527],[5.44544868],[3.05184474],[0.62010178],[263.85224774],[283.6230133],[19.77076556]
[0.31284754],[43.2599216],[4.91955924],[3.37690557],[0.78607574],[218.25659767],[224.8348233],[6.57822563]
[0.31839918],[44.27481096],[6.07839729],[2.95766428],[1.57315537],[236.80982678],[253.43501528],[16.6251885]
[0.48445173],[35.7529894],[6.21542508],[3.37360056],[0.68682237],[348.39712202],[363.18454942],[14.7874274]
[0.44312998],[35.47357081],[6.65533283],[4.25793853],[0.57239483],[473.99808417],[445.45640634],[-28.54167783]
[0.49251506],[46.77899363],[3.39027365],[2.68076971],[0.01378443],[205.37914933],[209.39420249],[4.01505317]
[0.44974907],[37.74688105],[8.7111642],[3.32360419],[2.09543192],[456.25879148],[491.51507687],[35.25628539]
[0.57187594],[38.42112907],[3.55288481],[2.21778609],[0.1216298],[179.61336262],[173.13016063],[-6.48320199]
[0.51236943],[25.31820011],[5.86414983],[3.26948705],[0.52719303],[242.42742152],[248.71427875],[6.28685723]
[0.376268],[41.73619868],[6.88659217],[2.12557973],[2.62697383],[226.13207038],[229.8751059],[3.74303552]
[0.33547882],[31.98597325],[4.85697012],[3.75334814],[0.52957496],[192.78121459],[195.61806233],[2.83684775]
[0.39314515],[38.91084356],[7.70871731],[2.01853692],[3.42085373],[226.00186815],[238.03585929],[12.03399115]
[0.46668137],[36.66594472],[5.70913223],[4.60293547],[0.06858199],[444.68155397],[449.66421713],[4.98266316]
[0.32101287],[26.140604],[7.45873072],[3.6313128],[1.90967801],[217.81405523],[227.28284119],[9.46878597]
[0.39841998],[39.29466274],[4.47530067],[2.47577207],[0.68825698],[189.71459465],[173.46328105],[-16.2513136]
[0.42242334],[38.5749247],[11.51545885],[3.24853951],[4.39018405],[588.44965509],[609.5683309],[21.11867581]
[0.4023959],[38.7465062],[7.66786674],[3.94885393],[1.32255603],[429.53367367],[472.09751945],[42.56384578]
[0.32431003],[40.27884779],[11.91361377],[2.01350998],[9.96168341],[298.22087753],[313.35362235],[15.13274482]
[0.32391869],[46.08858818],[9.03966252],[2.30395439],[4.90452063],[286.70746847],[310.92490234],[24.21743387]
[0.40547284],[37.13663095],[7.55595899],[2.25167805],[2.80095873],[259.16317],[256.18881146],[-2.97435854]
[0.42416196],[39.86567898],[5.19641286],[2.34778559],[1.03598142],[214.62050783],[206.2970245],[-8.32348333]
[0.41993394],[43.93090644],[5.72197226],[2.36396796],[1.32707237],[234.68907852],[249.53902776],[14.84994923]
[0.33117668],[25.36666926],[6.63820568],[3.31350356],[1.57987957],[196.96669887],[184.78271561],[-12.18398326]
[0.42785521],[39.92518603],[9.27423918],[4.66758233],[1.51484213],[730.89269592],[739.458924],[8.56622807]
[0.42612639],[42.60827252],[10.44535608],[4.74784902],[2.04918689],[828.20799936],[900.43528422],[72.22728485]
[0.41108711],[37.98934596],[7.0059052],[2.64739259],[1.89046195],[273.74035292],[289.65316789],[15.91281497]
[0.33285594],[46.13777619],[4.08934689],[3.09757258],[0.47565087],[209.84028083],[194.53081619],[-15.30946464]
[0.47113523],[34.29923788],[6.54500265],[3.64386331],[0.71905773],[399.4146474],[385.39134565],[-14.02330174]
[0.42205943],[41.33205527],[7.51749892],[2.13485279],[2.84540498],[260.08569361],[279.96382601],[19.8781324]
[0.4714273],[35.98607198],[4.93961697],[3.60768476],[0.17580308],[288.94759492],[302.3228875],[13.37529258]
[0.53563553],[26.99717793],[4.61978099],[2.94221519],[0.19867981],[197.85585587],[196.55475927],[-1.3010966]
[0.35125755],[36.12203839],[6.49168355],[2.23916079],[2.31967617],[202.28737032],[184.43381096],[-17.85355937]
[0.32627797],[26.63301479],[9.35822519],[2.84452817],[4.15543812],[225.15559497],[231.31926949],[6.16367451]
[0.58291644],[44.71479559],[3.32424548],[2.07446383],[0.10051464],[188.70977736],[179.74487213],[-8.96490522]
[0.33754405],[42.04187655],[6.9184598],[2.65759925],[2.26086955],[238.31106933],[260.92246102],[22.61139169]
[0.33500757],[29.29491763],[10.71206024],[2.31214739],[6.74729581],[237.41834074],[243.07227619],[5.65393545]
[0.31883257],[31.77173669],[9.17935678],[2.1252794],[5.59748824],[218.31825174],[197.6204634],[-20.69778834]
[0.32207001],[34.67979448],[11.12039906],[2.16627672],[8.06681141],[256.95700183],[269.06741762],[12.11041579]
[0.40857008],[40.63179754],[11.91036491],[3.99254286],[3.78811759],[766.93651133],[789.41841037],[22.48189904]
[0.5481817],[27.55619563],[6.27870858],[2.17536323],[1.39807656],[204.89344672],[206.32217104],[1.42872432]
[0.3545237],[49.55766099],[3.73058521],[3.38853024],[0.2008848],[218.70907814],[222.09787293],[3.38879479]
[0.39534503],[43.98853883],[5.28450329],[2.06030029],[1.42716648],[208.96207418],[189.34354799],[-19.61852618]
[0.34997362],[40.89006557],[8.37391409],[2.2810754],[3.94224238],[249.95722394],[273.35137174],[23.39414781]
[0.46283426],[34.28246039],[11.16896059],[2.194884],[5.97921102],[397.68158679],[388.97510773],[-8.70647907]
[0.41775571],[43.09837196],[3.68256183],[2.98588635],[0.14124977],[203.9069929],[197.97328158],[-5.93371133]
[0.3207231],[29.08795873],[10.53503471],[2.12235006],[7.40381015],[225.67825171],[208.5914385],[-17.08681322]
[0.34518828],[42.18716574],[4.19653781],[3.37236363],[0.38312952],[203.40903425],[206.09237733],[2.68334308]
[0.42586048],[33.53650044],[6.94049401],[2.89013925],[1.56379452],[308.42738027],[286.47994949],[-21.94743078]
[0.36409608],[43.56804586],[7.38197099],[2.27972265],[2.90337368],[244.93735558],[266.95522995],[22.01787437]
[0.4152352],[47.31723065],[5.14941313],[2.45592536],[0.96711332],[234.82594401],[248.47710625],[13.65116225]
[0.54008564],[26.0266175],[11.22349713],[4.92798917],[1.66481578],[751.39538654],[777.4604464],[26.06505985]
[0.38510496],[26.00020683],[11.54444518],[2.08947753],[7.8201743],[231.29742564],[241.52755664],[10.230131]
[0.45266643],[36.30644236],[7.93260155],[2.19132893],[2.91289782],[278.05242006],[285.68352277],[7.63110271]
[0.43555865],[36.8612802],[7.58536131],[4.4251749],[0.8781027],[563.75165336],[538.91933822],[-24.83231515]
[0.32576042],[28.04799799],[11.03526465],[2.7378214],[6.13344388],[253.54919503],[276.05019189],[22.50099686]
[0.55714482],[44.21386944],[3.29234391],[2.2707818],[0.04126483],[189.25194614],[184.16505304],[-5.0868931]
[0.43976043],[40.25342568],[11.3607954],[3.82614033],[3.33257789],[736.35395256],[769.46456709],[33.11061453]
[0.32147057],[31.24613821],[5.0565746],[3.35307056],[0.81610346],[186.82367287],[170.30864027],[-16.5150326]
[0.49333757],[33.59525743],[9.15815249],[2.45401548],[3.23222472],[394.2299548],[372.48374851],[-21.74620629]
[0.34082119],[25.99632337],[8.33626366],[2.93002637],[3.00199675],[213.73687764],[216.41207647],[2.67519883]
[0.51421717],[27.11028958],[6.60234086],[2.44535197],[1.42253152],[215.16592406],[225.07126616],[9.9053421]
[0.3783989],[44.10208267],[3.99229377],[2.78537911],[0.41088515],[199.64540009],[185.57341741],[-14.07198268]
[0.33385911],[46.90376225],[4.3764889],[3.02592936],[0.60985514],[217.23001162],[207.37458469],[-9.85542693]
[0.49799147],[48.24745412],[4.2497988],[2.04438161],[0.59244735],[212.89732087],[208.75007577],[-4.1472451]
[0.39012576],[26.77687102],[4.76806459],[3.76667863],[0.29913203],[186.11457933],[187.61396144],[1.49938211]
[0.41644846],[36.20985873],[9.66068004],[2.15867341],[4.88210628],[313.96436882],[314.47253877],[0.50816994]
[0.31863515],[49.95609312],[7.41243382],[2.12111291],[3.59734896],[268.88751657],[250.26883057],[-18.618686]
[0.45802855],[37.05552138],[5.71776855],[2.4212441],[1.14432407],[232.88935873],[234.96902824],[2.07966951]
[0.47297077],[37.85773576],[10.3176626],[3.21154608],[3.12376212],[569.94564918],[593.31375051],[23.36810134]
[0.40019843],[47.78453732],[4.88214423],[2.39571566],[0.92188171],[227.36412903],[223.67046451],[-3.69366453]
[0.56264808],[25.41386901],[8.6212029],[4.43488577],[0.79411347],[505.85135405],[546.71115372],[40.85979967]
[0.35370744],[26.65677479],[7.85826277],[2.72002661],[2.77686856],[204.00912495],[201.53547384],[-2.47365111]
[0.46931765],[34.75158954],[5.15197977],[3.40971924],[0.3244638],[282.41246767],[286.50640221],[4.09393454]
[0.5424055],[47.23990511],[3.8631185],[2.23521193],[0.25788001],[206.5506739],[221.25334175],[14.70266785]
[0.37765219],[29.09060237],[8.17324996],[2.28544565],[3.48704805],[205.86358418],[205.21561185],[-0.64797233]
[0.44593437],[35.81157445],[10.69721715],[3.24780331],[3.54093284],[603.04261908],[554.82356249],[-48.21905659]
[0.36082015],[41.07221906],[5.63443622],[2.37719225],[1.51805957],[209.08448941],[198.49689677],[-10.58759264]
[0.42710244],[36.97356968],[6.56975951],[2.07262973],[2.15974235],[228.51377182],[215.02781123],[-13.48596059]
[0.33080406],[25.21522896],[11.96321277],[2.46624482],[7.99595573],[243.42872703],[246.10348563],[2.6747586]
[0.57156267],[34.14040961],[4.36572323],[2.30278594],[0.35599036],[184.40580689],[196.17441014],[11.76860325]
[0.37191272],[31.46265905],[3.83299603],[4.09217635],[0.0054756],[182.15527368],[183.53933802],[1.38406434]
[0.5621086],[25.62714559],[11.51063715],[4.22606628],[2.2639192],[656.00280591],[700.73875081],[44.7359449]
[0.41853237],[38.43020944],[6.70828747],[4.81582534],[0.465613],[495.13674382],[519.61800862],[24.4812648]
[0.36801],[30.40190364],[7.36101515],[2.82243754],[2.19864668],[212.52176258],[232.4462005],[19.92443792]
[0.41287207],[44.7073826],[3.42864002],[2.92186727],[0.09844303],[200.00695797],[184.91712077],[-15.08983721]
[0.48251237],[33.46531871],[7.83133259],[2.19975261],[2.65740399],[290.72892584],[278.17168851],[-12.55723733]
[0.51861073],[25.17501495],[8.31085991],[2.66723726],[2.20097528],[269.95197675],[289.41353904],[19.46156229]
[0.51532153],[26.43582313],[6.56745354],[2.06701261],[1.79932461],[196.5406308],[184.93165762],[-11.60897319]
[0.49056691],[34.10856668],[11.22988123],[2.21039044],[5.73321609],[425.0030601],[415.34202919],[-9.66103091]
[0.47774529],[33.7509417],[5.87216145],[3.5738454],[0.47930198],[362.15020926],[338.38885937],[-23.76134989]
[0.35878456],[46.86752891],[3.99855592],[2.78904947],[0.4686336],[208.14622038],[187.52760091],[-20.61861948]
[0.46831795],[33.38752022],[11.42529915],[2.12896442],[6.42818054],[415.17105027],[380.33032083],[-34.84072944]
[0.49217254],[39.66138362],[4.39636935],[2.0876234],[0.64238861],[195.81062987],[179.15608854],[-16.65454133]
[0.37920079],[25.04267021],[8.23963465],[2.39978435],[3.34074634],[198.56780647],[187.77165609],[-10.79615039]
[0.58143532],[26.40424268],[11.95038688],[4.85440993],[1.86431616],[848.80090077],[890.62224801],[41.82134724]
[0.57953129],[25.62052079],[7.04823898],[2.2752766],[1.65051631],[225.03393307],[238.11111225],[13.07717919]
[0.32768078],[43.18479501],[7.2501729],[2.16883709],[3.26443026],[236.87181197],[222.5138913],[-14.35792068]
[0.46099328],[37.17631467],[5.92782148],[4.19482901],[0.29255481],[400.06590516],[426.15767317],[26.09176802]
[0.45005251],[36.16961904],[4.79655561],[3.44616],[0.24543452],[261.16103367],[269.0741914],[7.91315773]
[0.43085484],[36.32491381],[7.11063309],[4.46580308],[0.69671612],[524.94372428],[496.98514916],[-27.95857512]
[0.3426224],[26.61035926],[9.33861961],[2.9892348],[3.73312584],[232.37613209],[254.51255204],[22.13641994]
[0.32167751],[43.11326156],[6.50409466],[2.54894478],[2.18257206],[232.114967],[229.92111792],[-2.19384907]
[0.42151264],[46.75483089],[4.43791529],[2.44806183],[0.62130904],[218.06475625],[214.11075715],[-3.9539991]
[0.52059368],[29.67236096],[7.30313012],[2.04495674],[2.32096266],[214.87332508],[230.69817438],[15.8248493]
[0.38683346],[30.22716228],[9.03608883],[2.20888345],[4.39629268],[219.10056613],[233.38594481],[14.28537868]
[0.44141751],[38.20180606],[5.71886999],[2.47919655],[1.15613513],[233.3894753],[239.086269],[5.6967937]
[0.37548995],[44.86603563],[6.33063001],[2.40877139],[1.86866572],[235.16635295],[256.89670575],[21.7303528]
[0.45790059],[37.34256488],[9.94632923],[3.45256781],[2.68465833],[589.01568253],[587.1923588],[-1.82332374]
[0.50341469],[47.73876906],[3.5816088],[2.26935931],[0.20921816],[202.50675047],[195.33430299],[-7.17244748]
[0.36094129],[33.0961221],[7.82429469],[2.42511826],[3.08969528],[215.91414881],[226.66882829],[10.75467949]
[0.54012194],[46.61499038],[3.57489884],[2.41836311],[0.08825073],[202.89561132],[217.67205731],[14.776446]
[0.41707195],[38.22216834],[6.97679126],[4.85042882],[0.54943915],[528.0314094],[539.46362826],[11.43221885]
[0.33713223],[25.418861],[11.16745611],[2.78215066],[5.99633491],[247.90057163],[266.25100363],[18.350432]
[0.40653228],[37.69847513],[9.77479578],[4.15804912],[2.2588358],[659.09466602],[622.89683988],[-36.19782614]
