Cb,L,B,T,GMT,Wt,Disp,Excess
[0.55829523],[38.347703],[5.24694309],[4.41915349],[-0.22336807],[287.64488068],[496.41936661],[208.77448593]
[0.3841683],[47.94986673],[10.9268487],[2.29996753],[6.30604393],[345.32776855],[462.94091206],[117.61314351]
[0.35646717],[35.70812722],[3.00921467],[3.92222392],[-0.10145961],[173.66562224],[150.23536108],[-23.43026115]
[0.31085507],[36.80536209],[4.59106596],[3.94837009],[0.4778403],[200.74499021],[207.39602718],[6.65103698]
[0.58077139],[45.9741979],[10.93166135],[3.10743709],[3.07758645],[433.66977933],[907.00125974],[473.33148041]
[0.58482039],[45.38132471],[6.98033423],[3.22040081],[0.80768023],[307.97635935],[596.60353538],[288.62717603]
[0.47849974],[48.78741753],[10.30552783],[2.35619828],[4.52107464],[400.45831612],[566.85451773],[166.39620161]
[0.3161274],[45.17246423],[8.5381516],[2.38420118],[4.28693532],[274.09477911],[290.69843013],[16.60365102]
[0.55791261],[28.5457717],[7.63920596],[3.81506073],[0.78322568],[368.19889846],[464.14923276],[95.9503343]
[0.31429124],[40.63785457],[6.07082288],[3.36579999],[1.33776459],[230.62449574],[260.97500934],[30.3505136]
[0.51845796],[47.93801357],[3.58620383],[4.86017555],[-0.57817829],[252.74130623],[433.19208018],[180.45077395]
[0.51135331],[45.30693478],[8.57407479],[3.98479474],[1.23114811],[391.07691843],[791.55114011],[400.47422168]
[0.53360221],[31.01771175],[6.33913207],[4.2288693],[0.19775847],[324.09944452],[443.69183888],[119.59239436]
[0.32435089],[38.81640916],[6.9422186],[4.09109654],[1.33609387],[257.87186198],[357.57608586],[99.70422388]
[0.58907608],[49.20468969],[6.69506602],[3.43177379],[0.55805846],[327.93128693],[665.96499222],[338.03370529]
[0.48100336],[30.14657908],[10.26036375],[2.18848286],[4.85666315],[418.98439275],[325.60574213],[-93.37865062]
[0.42885616],[47.12493362],[4.5743173],[3.34201539],[0.26844853],[249.13586196],[308.95635612],[59.82049416]
[0.49133561],[44.94886972],[3.49763917],[3.31877518],[-0.1536587],[217.48543482],[256.35975842],[38.8743236]
[0.3661039],[47.3070375],[3.64223591],[4.52220684],[-0.1105292],[223.71564286],[285.26507637],[61.54943351]
[0.45618477],[35.88576843],[10.88636843],[2.34508194],[5.31844118],[410.61527559],[417.93051023],[7.31523464]
[0.40574991],[26.11163698],[10.13700385],[2.96008962],[3.84818743],[621.76383529],[317.91205794],[-303.85177734]
[0.35771936],[40.53604421],[8.07137462],[3.17166224],[2.4092473],[268.7594723],[371.20878521],[102.44931291]
[0.38222504],[46.16282697],[11.30866299],[3.54204991],[4.17591845],[396.23736936],[706.76896547],[310.53159612]
[0.4234136],[40.52689236],[8.23782501],[3.27226288],[2.00387983],[384.54562212],[462.56083577],[78.01521366]
[0.38983375],[48.11141532],[4.69251765],[4.22432765],[0.14137291],[250.02163262],[371.784325],[121.76269238]
[0.51697166],[28.50429695],[3.15270888],[4.88123811],[-0.64166336],[217.79228574],[226.77278611],[8.98050037]
[0.41347182],[41.36271257],[8.31278437],[2.8648277],[2.52049533],[337.53468557],[407.28643533],[69.75174976]
[0.34170767],[40.32078599],[7.53398783],[3.77331692],[1.71338061],[271.11045725],[391.68047216],[120.57001491]
[0.42818733],[44.68378172],[8.59404648],[3.43970465],[2.04052304],[414.74827296],[565.59112862],[150.84285566]
[0.52341609],[45.56549615],[5.13916448],[3.10588054],[0.32155356],[246.1467709],[380.68032882],[134.53355792]
[0.3297304],[28.72332772],[3.29811877],[4.18114945],[-0.00881164],[166.58454258],[130.6037722],[-35.98077038]
[0.56332951],[29.80260073],[10.85514466],[3.48139063],[2.64399348],[469.84824984],[634.46115141],[164.61290157]
[0.54228768],[33.63257158],[4.02053701],[2.89779245],[0.02645381],[191.86121233],[212.49129868],[20.63008636]
[0.52238563],[30.75958207],[5.97794446],[2.45626923],[1.05841315],[211.17600312],[235.93886877],[24.76286565]
[0.31228102],[26.0118968],[8.80653869],[2.4993786],[4.39257231],[203.71392702],[178.79481024],[-24.91911678]
[0.40026916],[29.42614947],[9.53495108],[2.05275618],[5.18949437],[307.5809594],[230.53740531],[-77.04355409]
[0.45585582],[38.80414378],[3.24400549],[4.45508249],[-0.40597385],[234.02536916],[255.64831655],[21.62294739]
[0.34134043],[36.4184648],[3.69609768],[4.48423544],[-0.0124372],[192.04879761],[206.03510043],[13.98630282]
[0.34683504],[43.29420092],[10.21751739],[4.9814008],[2.3679627],[400.90846607],[764.27485034],[363.36638427]
[0.40942352],[42.08685225],[10.59398624],[2.140517],[6.06764227],[341.26742929],[390.7484956],[49.48106631]
[0.58983849],[29.87860539],[10.21017252],[4.66761889],[1.19064548],[657.75922046],[839.88901006],[182.1297896]
[0.32051969],[43.13766703],[6.20551128],[4.04668091],[1.03554691],[256.19931864],[347.20653871],[91.00722008]
[0.41922951],[42.44900012],[7.66377863],[3.2408218],[1.72014058],[348.03654108],[441.99505376],[93.95851267]
[0.48329374],[42.48349107],[4.08478582],[4.29827701],[-0.27620815],[274.62314639],[360.49152422],[85.86837782]
[0.33865333],[31.93775763],[10.32206856],[4.40449208],[2.94648459],[329.78775723],[491.72506785],[161.93731062]
[0.47495538],[35.84373699],[5.93616122],[2.90140932],[0.86659703],[280.39571255],[293.21135509],[12.81564255]
[0.44683653],[35.9830512],[6.45641524],[3.50850005],[0.83727756],[353.02580725],[364.21648688],[11.19067964]
[0.49504158],[39.10308558],[4.45047709],[3.37039156],[0.06375328],[250.62778347],[290.36190283],[39.73411936]
[0.43912137],[37.92704468],[5.05133101],[4.40498337],[0.03491405],[334.64303544],[370.58144903],[35.93841359]
[0.40059919],[26.74679522],[8.67284564],[4.56055665],[1.45162807],[1049.89891955],[423.80033525],[-626.09858431]
[0.32489129],[30.65475841],[4.74006443],[3.32761841],[0.67757766],[180.84770073],[157.09187659],[-23.75582414]
[0.36265986],[27.41911919],[10.57874587],[2.46106493],[5.74617659],[238.76986659],[258.88699981],[20.11713322]
[0.37836478],[46.91651488],[4.16255824],[4.85623054],[-0.10466292],[241.35269836],[358.83605282],[117.48335446]
[0.42429149],[44.16784782],[11.29891228],[2.76166849],[5.07749597],[453.25622047],[584.76145576],[131.50523529]
[0.35539736],[46.71658447],[3.42529056],[4.07239292],[-0.0374346],[211.37384914],[231.59670576],[20.22285661]
[0.37936192],[28.64966764],[10.66262005],[3.68592695],[3.51664871],[306.65259709],[427.15351377],[120.50091668]
[0.56652488],[48.72743984],[6.89394142],[3.6539088],[0.56573675],[341.00949311],[695.37308434],[354.36359124]
[0.54358102],[38.61220232],[10.71532769],[2.38152578],[4.38121674],[330.47201657],[535.61114005],[205.13912348]
[0.36323961],[28.3808652],[6.4040396],[4.65986258],[0.6581817],[242.31558187],[307.64223148],[65.32664962]
[0.47152729],[37.80045353],[5.5760479],[3.52303938],[0.41514267],[309.42304157],[350.14492775],[40.72188618]
[0.34583682],[36.47358384],[3.34831475],[4.03106365],[-0.01868824],[181.41500073],[170.25332344],[-11.1616773]
[0.4853655],[49.4304722],[3.11521761],[3.45873897],[-0.26024019],[219.21122724],[258.50553221],[39.29430497]
[0.37692976],[25.00787435],[8.21654562],[2.93641824],[2.61666273],[215.48451192],[227.42824035],[11.94372843]
[0.56051249],[36.38616132],[8.09317414],[3.12308279],[1.46340849],[311.94446415],[515.49436344],[203.54989928]
[0.50430975],[48.06544151],[5.36353111],[3.31203036],[0.34895926],[266.92279663],[430.60137197],[163.67857534]
[0.35279728],[41.79360823],[5.15334752],[4.85789674],[0.23837238],[244.91969406],[369.12444706],[124.204753]
[0.52616318],[26.03811902],[11.06004179],[4.86691051],[1.699782],[705.37064069],[737.46291796],[32.09227728]
[0.43580955],[27.27557196],[9.12375862],[3.90761738],[1.91207921],[974.98204072],[423.79558731],[-551.1864534]
[0.56172379],[32.75505961],[9.77335337],[2.99160059],[2.55717255],[355.87764296],[537.95806244],[182.08041947]
[0.36513078],[47.26554174],[9.44370422],[4.88267027],[1.8698952],[410.62810408],[795.7796994],[385.15159532]
[0.41895039],[40.96602733],[3.69080738],[3.87904359],[-0.10445939],[224.53865708],[245.71546382],[21.17680674]
[0.50776788],[30.26197262],[4.71473668],[2.1788457],[0.69288482],[178.19414463],[157.85065024],[-20.34349438]
[0.36530063],[42.03698233],[5.27188834],[3.45649436],[0.67988936],[225.19890412],[279.82338951],[54.62448539]
[0.44366492],[25.24115175],[10.0073107],[2.18812769],[4.91774971],[433.99706897],[245.21910805],[-188.77796092]
[0.42432149],[48.18366631],[8.58608842],[2.78117285],[2.74704581],[358.11499552],[488.2229645],[130.10796897]
[0.57550698],[33.39197994],[3.22560948],[3.89928543],[-0.50245376],[200.35101835],[241.70719654],[41.35617819]
[0.52635389],[42.16136687],[8.70077775],[4.38859157],[0.97943112],[423.59929917],[847.3752111],[423.77591194]
[0.34587659],[43.78036671],[7.15099072],[3.16067735],[1.90251485],[262.2069364],[342.25274863],[80.04581222]
[0.40687559],[36.75956236],[10.11948091],[3.560665],[3.03660965],[562.97443561],[538.91630514],[-24.05813047]
[0.51269203],[45.07038622],[3.90922921],[2.72853598],[0.10949624],[208.33575052],[246.47261381],[38.13686329]
[0.5889496],[29.61287724],[9.02720672],[3.19238232],[1.79140536],[368.53099885],[502.60524841],[134.07424956]
[0.4372072],[44.38923142],[4.60898075],[2.88084467],[0.4409393],[228.4790656],[257.68531535],[29.20624976]
[0.47982378],[34.96408012],[8.72517218],[3.06314131],[2.20425721],[466.13727043],[448.37863421],[-17.75863622]
[0.39723598],[37.158789],[11.72315799],[4.22699354],[3.49434069],[393.07572423],[731.45284961],[338.37712538]
[0.44496135],[29.37592726],[3.09087255],[3.72009405],[-0.25025886],[212.15785628],[150.2965072],[-61.86134908]
[0.54354936],[33.21188772],[4.09465826],[4.88115178],[-0.55493472],[258.3452953],[360.80498336],[102.45968806]
[0.42588987],[36.54092728],[9.26670967],[3.70031142],[2.2218054],[558.05713519],[533.63058106],[-24.42655414]
[0.37158786],[36.91255294],[11.50594077],[4.88473884],[2.970456],[412.89452758],[770.90183211],[358.00730453]
[0.45888765],[35.26186909],[4.6880269],[4.52586632],[-0.14474382],[349.7819752],[343.32348413],[-6.45849107]
[0.48871852],[35.86046487],[4.29279439],[3.44375062],[0.00900691],[251.39978963],[259.08752138],[7.68773175]
[0.51265029],[36.8376325],[4.32860399],[3.62183815],[-0.08929326],[220.11426196],[296.06686681],[75.95260484]
[0.31751939],[38.21803929],[4.54118888],[3.06618341],[0.72657656],[192.65675263],[168.96873518],[-23.68801745]
[0.57035465],[43.44674828],[5.22351494],[2.63623122],[0.49465097],[232.12394473],[341.23109971],[109.10715497]
[0.49927347],[42.9516405],[6.3756716],[4.94499627],[0.03795261],[522.58152017],[676.09878734],[153.51726717]
[0.47385013],[40.25541242],[10.63722966],[3.373359],[3.13573264],[604.62769726],[684.47309635],[79.84539909]
[0.32915951],[25.86143894],[8.94397018],[3.01033777],[3.50723111],[223.12100118],[229.19475167],[6.07375048]
[0.42620653],[41.78877518],[8.53019792],[4.24940039],[1.42837653],[538.73170833],[645.6044275],[106.87271917]
[0.54384645],[33.25264292],[10.41182245],[2.05727535],[4.88710909],[283.90708331],[387.36612704],[103.45904373]
[0.33600008],[29.10829148],[11.86893929],[2.79438018],[6.79494654],[275.48068177],[324.37957139],[48.89888962]
[0.40718399],[31.9429807],[3.14761292],[4.80683136],[-0.37149901],[243.09603836],[196.79149969],[-46.30453867]
[0.41587166],[47.84073456],[7.0392978],[2.91760614],[1.6440582],[309.6321598],[408.61392777],[98.98176797]
[0.46335046],[30.96437989],[5.85951212],[3.17830462],[0.71094219],[326.46281905],[267.19538913],[-59.26742992]
[0.45832667],[48.45872881],[11.16622662],[2.21097794],[5.97377598],[406.88860581],[548.32493755],[141.43633173]
[0.34925137],[37.86615439],[8.18642595],[3.42060767],[2.31867528],[266.28582342],[370.32831838],[104.04249496]
[0.32193609],[46.95465674],[10.6663592],[3.08060073],[5.07596838],[360.44066516],[496.70662755],[136.26596239]
[0.4931957],[29.2023226],[3.4599736],[2.22356097],[0.20511552],[172.32993652],[110.80478082],[-61.5251557]
[0.49129274],[46.31996886],[4.1080219],[4.70843386],[-0.39355746],[295.07459708],[440.16735398],[145.0927569]
[0.49240574],[47.45322106],[11.7655605],[2.03937084],[6.89867187],[415.25509632],[560.65749295],[145.40239663]
[0.54270371],[41.42675468],[4.13324577],[3.15810626],[-0.03896272],[214.78595063],[293.46862127],[78.68267064]
[0.4644159],[47.67052641],[8.38127385],[4.18927862],[1.21322403],[538.37825298],[777.33156711],[238.95331413]
[0.57727976],[26.87785955],[8.66037136],[3.9175924],[1.07740526],[430.58200683],[526.42532775],[95.84332092]
[0.4116562],[45.70127546],[9.22694041],[4.60126661],[1.62626984],[601.05870273],[798.7265023],[197.66779957]
[0.58939608],[44.47566336],[4.98083633],[3.62943777],[-0.07389481],[261.95009388],[473.88319273],[211.93309885]
[0.44159535],[49.53287357],[4.82513567],[2.42820023],[0.74925848],[235.09206232],[256.27841996],[21.18635764]
[0.55537671],[36.89720749],[9.3658462],[3.29580948],[2.00474046],[365.29496234],[632.54333177],[267.24836943]
[0.46826336],[26.44096775],[4.21595606],[2.91244807],[0.21926526],[236.05776614],[152.027374],[-84.03039214]
[0.35034553],[31.09661508],[3.74757282],[4.58528701],[-0.0499722],[184.56503706],[187.20881673],[2.64377966]
[0.4658063],[41.08595481],[9.50954807],[2.78398611],[3.16339421],[406.77994564],[506.67057856],[99.89063292]
[0.57530448],[37.38369122],[11.85643776],[2.36062553],[5.28515313],[360.66344396],[601.95117391],[241.28772996]
[0.40340943],[28.57774387],[9.32229967],[4.57931093],[1.7370802],[1133.57440786],[492.14965062],[-641.42475723]
[0.47839799],[29.15962077],[3.76825208],[2.3034732],[0.3018064],[181.02476391],[121.08611039],[-59.93865351]
[0.33776795],[37.3474725],[10.35371207],[2.51812269],[5.69712562],[274.71822882],[328.89148129],[54.17325247]
[0.33784338],[26.45791565],[9.85531218],[3.71421892],[3.29324455],[268.46189899],[327.19670658],[58.7348076]
[0.3736745],[31.37833297],[9.53584263],[4.21556864],[2.31148692],[310.48513313],[471.34463806],[160.85950492]
[0.46351681],[49.58226709],[3.85126247],[4.42433321],[-0.30835867],[268.89468878],[391.60011435],[122.70542557]
[0.56047601],[37.77312816],[10.69506615],[3.52711413],[2.51026019],[438.98465014],[798.62512071],[359.64047057]
[0.53631219],[46.09398517],[9.35375552],[3.48475751],[1.89901939],[395.73379147],[805.78745708],[410.05366561]
[0.47599362],[26.35039296],[9.88642633],[4.26599337],[1.82070508],[1593.47384344],[528.99033837],[-1064.48350507]
[0.40420557],[44.81728851],[7.84983199],[2.02525676],[3.45756812],[268.2848838],[287.99723731],[19.71235351]
[0.35174394],[28.56817526],[6.05881677],[2.49987813],[1.73043389],[181.473385],[152.20039386],[-29.27299113]
[0.45847773],[28.45642249],[5.10312121],[4.01893245],[0.11490574],[416.98235915],[267.57475596],[-149.40760318]
[0.56917457],[36.22006465],[4.28728086],[3.07418445],[-0.01193825],[208.73152813],[271.7105918],[62.97906367]
[0.5053904],[41.81999555],[9.48210473],[2.38467403],[3.54474242],[306.45942504],[477.90848449],[171.44905944]
[0.39767782],[33.12290466],[9.47183486],[4.52847425],[1.882695],[335.27792184],[564.99656435],[229.71864251]
[0.47471635],[37.50178584],[10.32622768],[4.19173432],[2.11517412],[891.71678074],[770.58682597],[-121.12995477]
[0.46643894],[43.69186173],[8.34195184],[4.53698626],[0.99230894],[605.36415261],[771.31270997],[165.94855736]
[0.45900789],[43.70879246],[6.93317483],[2.58685984],[1.68367122],[284.02767664],[359.82721374],[75.7995371]
[0.52575388],[28.21151316],[5.43295234],[3.76176715],[0.13276505],[262.30776712],[303.13541011],[40.82764299]
[0.54994211],[47.61495854],[4.55137608],[4.49150623],[-0.37890851],[282.68386819],[535.29737277],[252.61350458]
[0.35146068],[36.94887517],[3.43126659],[3.0944557],[0.19896574],[175.03679978],[137.88489765],[-37.15190213]
[0.35982004],[40.82795988],[4.23621549],[4.2793385],[0.10227611],[212.79068669],[266.31627426],[53.52558757]
[0.37073759],[37.88592025],[8.94938731],[3.84529599],[2.27878443],[300.06483713],[483.35647316],[183.29163602]
[0.40354345],[39.68926509],[6.42459203],[3.34526],[1.08182415],[299.90722982],[344.22213646],[44.31490665]
[0.50620901],[48.75756022],[7.80266724],[2.91837013],[1.68593664],[323.49865223],[562.0245555],[238.52590327]
[0.37004051],[33.91231362],[11.60122641],[3.73156974],[4.2814808],[344.76328356],[543.25302816],[198.48974459]
[0.58588687],[44.93552227],[9.92258713],[2.64114038],[3.03269019],[359.8564292],[689.95373022],[330.09730102]
[0.46410191],[49.66060592],[11.49696772],[3.57774968],[3.54699873],[652.23299944],[948.022465],[295.78946555]
[0.33859209],[39.4056752],[4.02731086],[3.80609671],[0.23044803],[197.58309347],[204.51753949],[6.93444602]
[0.35256344],[31.3423868],[9.14951271],[4.08536392],[2.34710703],[289.40695182],[413.04565528],[123.63870345]
[0.32637552],[33.08336856],[4.67883345],[3.29317748],[0.6595618],[184.95770268],[166.37191887],[-18.58578381]
[0.45449238],[29.74700065],[3.43716752],[2.53691608],[0.14321916],[177.72826405],[117.88989768],[-59.83836637]
[0.43641097],[25.78349583],[5.63611726],[3.69078184],[0.47034495],[430.44802351],[234.06466496],[-196.38335855]
[0.51053622],[33.63628685],[9.35205142],[2.14517523],[3.87455303],[263.98089267],[344.51192982],[80.53103715]
[0.39001115],[25.40727808],[3.43930383],[2.58451258],[0.26007983],[149.43207253],[88.08142915],[-61.35064337]
[0.56283205],[38.44626708],[3.39915353],[4.50038269],[-0.60689603],[223.48479528],[331.01922905],[107.53443376]
[0.55432423],[38.42760476],[8.32482867],[4.82030356],[0.51448831],[455.61253624],[854.7849509],[399.17241465]
[0.46956725],[40.20183017],[3.27467257],[3.74361204],[-0.26980723],[214.18007978],[231.42077592],[17.24069614]
[0.31336728],[29.30507629],[7.27741239],[3.66358384],[1.83672637],[223.92260792],[244.83845182],[20.9158439]
[0.36805884],[37.62719794],[7.16277286],[3.40363139],[1.59476102],[246.43099129],[337.63139963],[91.20040834]
[0.57850686],[25.52399633],[5.20246206],[3.88582074],[-0.09135719],[274.18945483],[298.50311666],[24.31366183]
[0.38213659],[34.06007892],[7.52171503],[3.25581377],[1.82795502],[239.51849819],[318.74303439],[79.2245362]
[0.55876769],[25.85779782],[8.36160237],[3.40066577],[1.37615449],[353.09948518],[410.84336837],[57.74388318]
[0.53964208],[33.82455044],[11.75835241],[4.10474896],[2.63290796],[569.6805323],[880.98986118],[311.30932887]
[0.39197419],[35.51184432],[3.82339055],[4.4482605],[-0.13348379],[196.05133576],[236.73886976],[40.687534]
[0.35768906],[37.24626595],[5.69717548],[3.94769045],[0.68241526],[227.09837151],[299.63399463],[72.53562312]
[0.47029576],[34.59702294],[7.0948251],[4.94600132],[0.34441695],[713.47206633],[570.96004283],[-142.5120235]
[0.34046241],[42.23496863],[5.22841156],[3.54434017],[0.72772],[224.88653212],[266.46888474],[41.58235263]
[0.44337805],[35.78576934],[6.15696459],[3.91153921],[0.54045539],[380.35162202],[382.11922999],[1.76760797]
[0.38740828],[35.48993465],[8.68518032],[3.64257805],[2.17091241],[280.21125856],[434.97250531],[154.76124675]
[0.36180987],[46.58765038],[6.91110098],[3.0731822],[1.72815505],[270.61569936],[358.00307952],[87.38738016]
[0.38821376],[26.54333321],[5.23150893],[3.67947091],[0.49217685],[191.74090448],[198.35298113],[6.61207664]
[0.47877997],[47.71370035],[5.26329209],[3.30525414],[0.38163303],[282.32744335],[397.41238617],[115.08494283]
[0.52411268],[46.83724084],[7.17862174],[3.1758806],[1.09787894],[313.15238089],[559.65605155],[246.50367066]
[0.56637427],[46.06390979],[10.8660279],[2.42413984],[4.27966457],[372.80359631],[687.21525893],[314.41166261]
[0.49476467],[48.10329261],[8.24729686],[4.43006547],[0.89528056],[597.40658139],[869.55139657],[272.14481518]
[0.48150842],[48.37182384],[8.50613183],[3.25315019],[1.88268778],[427.81712144],[644.51431844],[216.697197]
[0.40606502],[25.94505148],[10.28799467],[4.45797993],[2.31635319],[1476.70620388],[483.19113648],[-993.51506741]
[0.42615402],[28.31183117],[10.82871044],[4.68294141],[2.30035637],[1748.07534927],[611.82894268],[-1136.24640659]
[0.4062489],[33.99341325],[7.11549214],[3.91058849],[1.07160459],[435.98083042],[384.26783535],[-51.71299507]
[0.36380518],[37.38645022],[8.24124195],[3.79424924],[1.94952561],[278.87837785],[425.30611977],[146.42774193]
[0.47878751],[44.05561127],[9.90917885],[3.52998732],[2.45661543],[553.23491139],[737.82753122],[184.59261983]
[0.56520376],[41.22944876],[8.14647245],[3.20271171],[1.40805016],[328.58216976],[607.99500888],[279.41283912]
[0.35199579],[46.85506511],[6.51409858],[3.14824786],[1.49965046],[263.97181987],[338.23399441],[74.26217455]
[0.37700439],[36.03601377],[9.92952946],[3.9256048],[2.77534195],[320.26670112],[529.56393538],[209.29723426]
[0.52999105],[33.46075655],[10.11429935],[4.53578208],[1.4783607],[535.84622522],[813.56503233],[277.71880711]
[0.40202925],[37.32711961],[7.00820291],[4.10700875],[0.94493996],[415.72914849],[431.93104579],[16.2018973]
[0.47342646],[33.51114559],[4.74976134],[2.98090845],[0.35780862],[241.61995191],[224.62714254],[-16.99280937]
[0.39744739],[43.20478758],[4.65872585],[3.77062927],[0.24090209],[223.73713174],[301.64248681],[77.90535507]
[0.55665005],[40.35130718],[11.91645482],[4.03866282],[2.7009717],[551.80726307],[1080.99710623],[529.18984316]
[0.39870998],[42.6922961],[9.18006943],[4.49775668],[1.747221],[357.73636227],[702.82716779],[345.09080552]
[0.35503536],[31.13230902],[3.66025898],[2.14925877],[0.61380843],[156.22249203],[86.95277941],[-69.26971262]
[0.44905117],[26.8087308],[4.54953354],[4.11093965],[-0.03642798],[375.85948411],[225.15420106],[-150.70528305]
[0.31350249],[44.32941061],[7.89179325],[2.16712408],[4.06584744],[252.08241533],[237.67988231],[-14.40253302]
[0.44404715],[46.03071128],[4.50757134],[4.11044281],[-0.03371607],[273.76487387],[378.7110593],[104.94618542]
[0.50420851],[45.03492867],[5.78443028],[2.03059205],[1.38449419],[226.68723792],[266.71222393],[40.02498601]
[0.3802627],[40.37851043],[6.39295331],[3.81403431],[0.92328463],[251.30087075],[374.38647281],[123.08560206]
[0.47408485],[37.89958408],[3.74688347],[3.6891697],[-0.16713617],[232.18281083],[248.36439935],[16.18158852]
[0.40963296],[40.10958713],[6.34833615],[2.51946009],[1.60674055],[247.8107601],[262.79100062],[14.98024052]
[0.46276606],[45.00375881],[10.22837231],[3.28169515],[3.03946439],[508.03597553],[699.06096935],[191.02499383]
[0.40617097],[28.6036416],[5.8300124],[2.83900011],[1.09145033],[270.50051455],[192.29371511],[-78.20679943]
[0.44452078],[35.89826062],[11.14826898],[3.23521008],[3.91719856],[631.87091691],[575.53984541],[-56.33107149]
[0.55971123],[49.26964832],[3.6921826],[2.60058927],[0.02138267],[216.42537461],[264.78807424],[48.36269963]
[0.37059752],[38.0841924],[6.23807116],[4.36642836],[0.67109549],[251.886398],[384.43588414],[132.54948615]
[0.37962639],[41.55744932],[4.33530089],[3.6670139],[0.22863804],[209.74449152],[250.80551306],[41.06102153]
[0.37129101],[26.63697489],[3.58727533],[4.57600359],[-0.14806184],[175.84295409],[162.34929434],[-13.49365975]
[0.48476869],[41.52583791],[5.92608013],[3.32964691],[0.59563212],[306.91979742],[397.20862529],[90.28882788]
[0.39810826],[42.0600484],[11.80598897],[2.11119499],[7.88925325],[316.78878699],[417.35120857],[100.56242158]
[0.55701251],[44.35100876],[6.4551269],[3.53648326],[0.49256791],[299.36920635],[563.95550698],[264.58630063]
[0.41443092],[45.40657141],[6.78430681],[2.60353145],[1.77604134],[274.59679936],[332.38327673],[57.78647737]
[0.32364029],[25.51346625],[5.55855504],[3.15872682],[1.13386907],[178.2193592],[144.97930999],[-33.24004922]
[0.35254336],[34.02837568],[4.77265724],[3.70210906],[0.45068486],[196.52655489],[211.96453948],[15.43798459]
[0.47190585],[41.35545565],[10.03935987],[4.28205577],[1.90835832],[773.95842567],[838.97016053],[65.01173486]
[0.51626073],[43.65363688],[4.7047895],[4.03929868],[-0.13763031],[255.33738448],[428.28778147],[172.95039699]
[0.40870544],[46.1164693],[10.0296031],[4.3240345],[2.2570101],[611.39557203],[817.40889935],[206.01332731]
[0.58071026],[29.31545178],[9.49563444],[2.80331386],[2.53414087],[339.0414145],[453.16023956],[114.11882506]
[0.34223807],[27.80362814],[7.08332896],[2.76730393],[2.2340388],[198.04041838],[186.51942056],[-11.52099782]
[0.4572399],[31.87018754],[7.66924387],[4.20107299],[0.9335263],[689.57292715],[469.50639519],[-220.06653196]
[0.39683728],[28.33087634],[9.10013604],[2.04936145],[4.74671645],[209.4433895],[209.6712698],[0.2278803]
[0.4855873],[31.15402373],[3.10643776],[3.76227094],[-0.33591558],[220.70345531],[176.80485764],[-43.89859767]
[0.56567102],[37.44261249],[5.31354214],[3.055048],[0.31562847],[234.25079744],[343.82087177],[109.57007433]
[0.35167705],[27.41267493],[7.99842117],[4.23771601],[1.608928],[261.35389963],[326.76200816],[65.40810854]
[0.46692748],[32.53070804],[7.5597098],[4.92613363],[0.51700906],[910.40151021],[565.65842476],[-344.74308546]
[0.48761171],[42.24218149],[5.81740325],[4.90430218],[-0.06110052],[455.60611578],[587.66098134],[132.05486556]
[0.39953943],[27.05091061],[3.00588051],[2.19146854],[0.2320885],[144.34778665],[71.19483462],[-73.15295203]
[0.39969824],[39.78596915],[10.51185162],[3.21924331],[3.82160377],[325.75656256],[538.13991257],[212.38335001]
[0.36870972],[27.87942734],[5.68734046],[2.54124093],[1.38043808],[177.4583208],[148.56739322],[-28.89092758]
[0.35609619],[44.10539243],[6.58039169],[2.91036589],[1.68974212],[246.89401194],[300.78650955],[53.89249761]
[0.48260554],[32.38896034],[6.14496156],[2.48327397],[1.24184586],[263.28325273],[238.5245656],[-24.75868713]
[0.33240306],[29.17953827],[8.39059291],[3.75112105],[2.30409603],[250.52813465],[305.27916184],[54.75102719]
[0.32021418],[48.33741017],[9.86954789],[4.32471936],[2.90258436],[396.55781172],[660.66169995],[264.10388823]
[0.36168424],[40.83314279],[3.01137433],[3.54938442],[-0.04262614],[182.32356861],[157.85566509],[-24.46790353]
[0.50000854],[25.22163841],[8.21383697],[2.93197739],[1.93505299],[283.30434766],[303.70882443],[20.40447677]
[0.5729074],[41.4832187],[5.32749121],[3.72924236],[0.01263982],[268.08282019],[472.17199966],[204.08917946]
[0.35065739],[36.46907053],[4.15547615],[2.18751791],[0.84768267],[173.48459502],[116.24655872],[-57.2380363]
[0.3504907],[35.35483781],[7.91153263],[2.87668015],[2.658414],[236.29960761],[282.01846828],[45.71886066]
[0.52376412],[45.09408341],[7.44558636],[4.50189562],[0.46378694],[380.51668886],[791.6799338],[411.16324494]
[0.51442583],[31.53910223],[9.23650648],[3.9764383],[1.53191306],[420.90200585],[595.9009541],[174.99894825]
[0.36430471],[30.48098115],[6.1100806],[2.91422432],[1.37120149],[195.96476895],[197.72593705],[1.76116811]
[0.57635499],[38.39169875],[5.64682666],[4.1469007],[-0.0682508],[294.41235272],[518.14997314],[223.73762041]
[0.32588581],[32.96561897],[6.95033644],[2.06859873],[3.16332603],[193.7097282],[154.45741847],[-39.25230973]
[0.39835014],[38.52071788],[3.96787035],[4.0600273],[-0.02997165],[201.04528119],[247.19846653],[46.15318534]
[0.50996666],[26.98949599],[10.83934766],[2.10486669],[5.45252095],[274.59304772],[314.02505434],[39.43200662]
[0.33151889],[39.62879422],[8.05672752],[3.18272674],[2.59327731],[262.33203896],[336.88150561],[74.54946665]
