Cb,L,B,T,GMT,Wt,Disp,Excess
[0.57880935],[41.98889313],[6.59543183],[3.25931439],[0.64410201],[288.52016144],[522.44364791],[233.92348647]
[0.32907247],[43.7595778],[10.91443798],[4.52442263],[3.33700825],[402.00112216],[711.09760499],[309.09648283]
[0.54139284],[30.71274935],[11.54619596],[3.01788263],[3.87417188],[414.93420764],[579.39197742],[164.45776978]
[0.46796584],[44.57173792],[10.43175733],[4.70418834],[1.81953229],[867.63971929],[1023.56610248],[155.92638319]
[0.443746],[36.30328001],[4.2092966],[3.03679221],[0.2253468],[215.74640972],[205.92303185],[-9.82337787]
[0.55200634],[49.04275415],[11.70838536],[2.45436691],[5.07047941],[420.80978427],[777.95667665],[357.14689239]
[0.40974941],[37.19113715],[11.59741085],[3.04475826],[4.94659382],[543.23535151],[538.11072733],[-5.12462418]
[0.4235846],[28.68934854],[4.63175643],[2.8308399],[0.50823286],[226.01399117],[159.33892111],[-66.67507006]
[0.57210992],[31.00490188],[8.93993375],[2.28308376],[2.94651813],[271.80856497],[362.04785802],[90.23929305]
[0.44168276],[40.47747309],[4.83769755],[2.58571821],[0.66457958],[218.18763467],[223.63704832],[5.44941365]
[0.44959868],[30.15336821],[11.72889764],[3.87959157],[3.44538183],[1294.40857008],[616.88479412],[-677.52377596]
[0.41170796],[28.25951973],[8.84951268],[3.48262254],[2.2533968],[639.1667748],[358.57482879],[-280.59194601]
[0.3357086],[29.34006125],[11.44663089],[2.5053545],[7.09126296],[256.36810232],[282.46870858],[26.10060626]
[0.43623161],[25.48590025],[9.08272165],[3.52261762],[2.2094689],[841.95563315],[355.71208045],[-486.2435527]
[0.57445593],[45.81473086],[10.35629653],[4.11400658],[1.71713939],[501.63963909],[1121.32450745],[619.68486837]
[0.49440916],[40.16622555],[6.56825967],[4.17837037],[0.40385237],[452.501409],[545.01038817],[92.50897917]
[0.37750643],[49.4502554],[3.11723375],[4.60603765],[-0.26019667],[218.8235898],[268.03391329],[49.21032349]
[0.50459564],[39.61341081],[5.33727795],[3.87628455],[0.11216205],[259.83854497],[413.543499],[153.70495403]
[0.32122791],[26.59443233],[5.09623997],[4.44508206],[0.46528258],[195.66125367],[193.52347369],[-2.13777998]
[0.50988295],[36.70851865],[11.10463688],[2.21365933],[5.42268792],[313.95892598],[460.10027651],[146.14135052]
[0.56451426],[28.96318478],[7.48808836],[2.1524626],[2.1312802],[229.36286189],[263.52863035],[34.16576846]
[0.49740392],[45.63440652],[10.56111929],[3.54896324],[2.73448626],[613.31917909],[850.77175127],[237.45257218]
[0.52942571],[38.18888725],[10.85243841],[3.22877947],[3.13035484],[403.03190699],[708.44762164],[305.41571465]
[0.34303547],[49.97657144],[11.38935305],[3.25986592],[5.16566586],[412.38153763],[636.5086142],[224.12707657]
[0.51675165],[35.12565116],[3.57258869],[2.16613266],[0.23063432],[170.61352275],[140.4670052],[-30.14651755]
[0.31121247],[45.18517898],[11.45190576],[4.03553779],[4.50122218],[402.92560796],[649.87851442],[246.95290645]
[0.53802678],[29.82789484],[10.40879951],[3.15101094],[2.88592501],[391.82130263],[526.35293614],[134.53163351]
[0.52665295],[44.60518795],[10.93295035],[2.70922791],[4.01826241],[382.30733084],[695.813444],[313.50611316]
[0.31463037],[48.25581855],[3.12350203],[3.21461884],[0.18307064],[200.58764147],[152.44795811],[-48.13968336]
[0.34281612],[25.07085118],[3.12458939],[3.38380255],[0.06776918],[151.44520776],[90.87162266],[-60.57358509]
[0.33393513],[40.30714366],[10.58751419],[4.97932388],[2.70436874],[392.62741763],[709.59168326],[316.96426564]
[0.3617688],[36.97602271],[6.05180475],[2.65371812],[1.54287957],[207.51814055],[214.82805506],[7.30991451]
[0.55759347],[40.61327075],[8.7681511],[3.92697451],[1.18416252],[399.91313245],[779.74348823],[379.83035578]
[0.5744181],[38.06926098],[8.90093588],[2.64499077],[2.37801392],[307.64981799],[514.82828448],[207.17846649]
[0.3918135],[41.89714765],[9.64664346],[2.94814292],[3.58308396],[304.95331223],[466.86209619],[161.90878395]
[0.39659623],[39.53910249],[9.79912418],[2.56381562],[4.31906094],[282.34552911],[393.95755687],[111.61202776]
[0.54115509],[49.29758164],[11.45017628],[3.63636893],[2.94825838],[520.09027713],[1110.77852573],[590.6882486]
[0.38715623],[34.61424096],[10.65620486],[2.82723736],[4.72216242],[278.7374479],[403.74382906],[125.00638115]
[0.50518004],[36.5699101],[5.65913724],[4.8496459],[-0.13299101],[310.42585228],[507.02611403],[196.60026176]
[0.39252288],[40.99026553],[6.18219319],[3.83915016],[0.77162487],[250.53966491],[381.87689497],[131.33723006]
[0.5232855],[44.8077429],[7.83347132],[4.8763894],[0.42671444],[421.11647892],[895.66252755],[474.54604863]
[0.44319039],[35.41732835],[8.87837502],[2.40535764],[3.40242002],[331.96120817],[335.21178222],[3.25057405]
[0.36044059],[32.23562819],[5.97187455],[3.58833026],[0.93695832],[212.1385172],[248.98484514],[36.84632794]
[0.50389458],[37.13040994],[4.97871577],[4.80210502],[-0.27280351],[279.86769273],[447.32010556],[167.45241283]
[0.322804],[45.24252652],[6.25246349],[3.73683753],[1.18619102],[259.60640384],[341.22523053],[81.61882669]
[0.36476988],[42.34185942],[6.16101489],[4.36441521],[0.66946619],[263.53380438],[415.30505302],[151.77124864]
[0.58739826],[48.58810296],[11.19367564],[4.59551821],[1.68368686],[638.22714497],[1468.14789464],[829.92074967]
[0.44058038],[40.28256903],[7.37168637],[2.45261636],[2.1934519],[279.89138488],[320.87714785],[40.98576297]
[0.49538664],[33.79458372],[6.03206717],[3.04631623],[0.76116443],[317.36473357],[307.63273501],[-9.73199856]
[0.33449186],[45.70544885],[3.07518155],[4.65130789],[-0.14728596],[204.12996788],[218.67512635],[14.54515847]
[0.4306791],[39.90056431],[10.33339234],[2.05856835],[5.77028007],[328.54250159],[365.54516227],[37.00266067]
[0.32717154],[43.07115096],[10.94785039],[3.94719858],[3.98620982],[374.06543813],[608.94745504],[234.88201691]
[0.42689338],[47.15112005],[7.55324817],[2.43326919],[2.41903273],[297.24539816],[369.94344889],[72.69805072]
[0.41882382],[47.54478755],[3.2140873],[2.92871141],[0.02569742],[203.45591027],[187.44270261],[-16.01320766]
[0.40133531],[44.09004213],[3.94940218],[3.80806518],[0.02050964],[231.06951747],[266.12373914],[35.05422167]
[0.51021047],[47.98276632],[4.33983846],[4.69024396],[-0.38868233],[275.29603348],[498.3146387],[223.01860521]
[0.440726],[34.38084929],[11.34406761],[4.79921035],[2.38947616],[1335.9910717],[824.94285577],[-511.04821593]
[0.50405533],[25.2305766],[7.24214183],[4.50945581],[0.45547884],[391.92649334],[415.33310574],[23.4066124]
[0.46256799],[39.20645466],[8.10178478],[2.33365598],[2.76901415],[298.79243754],[342.88673326],[44.09429572]
[0.42501841],[40.76774243],[3.28693399],[2.74842448],[0.085652],[186.93573879],[156.53058184],[-30.40515696]
[0.38746789],[43.44184961],[7.88267379],[4.77725416],[1.06424568],[329.65337461],[633.8637749],[304.21040029]
[0.34443977],[27.77520987],[4.30535015],[3.96353806],[0.2525177],[180.22784223],[163.25337017],[-16.97447206]
[0.3536195],[25.01517963],[5.71138789],[2.82164808],[1.26609518],[175.64435023],[142.55561853],[-33.08873171]
[0.3469148],[36.4050312],[4.07933579],[2.74014298],[0.55669304],[178.61705997],[141.17146268],[-37.44559728]
[0.58649311],[34.57734305],[6.44851865],[4.18310498],[0.11764468],[320.50384667],[547.03265843],[226.52881175]
[0.34119197],[39.85633925],[3.37044487],[4.09264542],[-0.01155878],[190.05440624],[187.58044442],[-2.47396182]
[0.40388424],[48.44184477],[5.95511248],[4.61480621],[0.3492143],[366.93683649],[537.67645411],[170.73961762]
[0.33958213],[27.86780069],[4.39274335],[2.71540524],[0.72668398],[163.52225519],[112.88025979],[-50.6419954]
[0.40413332],[38.89477719],[8.522395],[2.86854772],[2.72636765],[344.27759216],[384.2728352],[39.99524304]
[0.39977819],[47.51374125],[7.74222287],[4.59032134],[1.02968419],[348.88927876],[675.06732079],[326.17804203]
[0.58846569],[49.97059721],[7.71957139],[4.86050868],[0.19888554],[464.69496812],[1103.3431357],[638.64816759]
[0.5433392],[41.43789988],[6.48159128],[3.89007683],[0.36424791],[308.13748599],[567.68654166],[259.54905567]
[0.39389868],[46.18619231],[4.53397371],[2.84040174],[0.55077907],[216.3796092],[234.29091755],[17.91130834]
[0.49455959],[41.31287029],[8.8480989],[2.20148813],[3.4142088],[320.09005836],[397.98830975],[77.89825139]
[0.51902904],[31.25311163],[10.29910748],[2.11698083],[4.78862067],[277.9099641],[353.67261932],[75.76265522]
[0.31926961],[33.16582237],[5.0854179],[2.55543088],[1.25671973],[179.94674609],[137.60655918],[-42.34018691]
[0.47374157],[47.59126971],[4.40524065],[2.9450151],[0.25566258],[238.08045921],[292.50005226],[54.41959305]
[0.37208241],[30.66699242],[4.5441532],[4.13122084],[0.18324719],[194.5707555],[214.2109694],[19.6402139]
[0.5637757],[33.25649891],[7.41632132],[4.03274297],[0.56233221],[362.59753619],[560.75346105],[198.15592485]
[0.44870436],[34.40101115],[8.89752063],[4.18822326],[1.5272384],[711.76261583],[575.21515624],[-136.54745958]
[0.53293304],[41.05134535],[7.43476673],[2.13974118],[2.22942779],[249.97467082],[348.0395797],[98.06490888]
[0.51677151],[38.09051554],[10.4424524],[3.63944747],[2.45923521],[422.37813314],[748.08917923],[325.71104609]
[0.49208828],[32.4140622],[3.70698725],[2.96402985],[0.00488315],[207.23905481],[175.25892772],[-31.98012709]
[0.51222381],[35.4485252],[5.48891603],[3.61600312],[0.24065045],[250.13795096],[360.39048755],[110.2525366]
[0.42097738],[44.61178434],[3.37902324],[3.50820378],[-0.08961288],[210.37262858],[222.63033611],[12.25770753]
[0.4088133],[45.68788745],[11.3946926],[4.83812161],[2.62232197],[860.33298955],[1029.68762252],[169.35463297]
[0.32985195],[29.27387409],[10.30701117],[4.47336388],[2.96651599],[322.99700551],[445.21135386],[122.21434835]
[0.45260551],[38.07876008],[5.10582186],[3.82456478],[0.19813297],[298.46362165],[336.55055434],[38.08693269]
[0.53648061],[40.44449667],[4.4070248],[3.87779531],[-0.19914449],[238.08054416],[370.80351492],[132.72297075]
[0.4183978],[30.57780258],[11.82544684],[4.89831975],[2.74420151],[1871.85169513],[741.07192526],[-1130.77976987]
[0.55046358],[45.66688724],[7.62602151],[4.59572611],[0.39815521],[403.93698399],[881.01269856],[477.07571457]
[0.32786031],[44.45438092],[6.31073332],[2.94612986],[1.66449602],[242.20069625],[270.97868263],[28.77798638]
[0.3653482],[29.62655814],[9.17392128],[2.85609139],[3.56250543],[239.79912488],[283.605912],[43.80678712]
[0.55434969],[30.57289615],[8.67983761],[2.60977869],[2.3602006],[287.53947277],[383.91552223],[96.37604946]
[0.39801986],[43.82292445],[6.80074409],[4.86136929],[0.56682907],[303.17151082],[576.66175292],[273.4902421]
[0.39145917],[38.00696289],[5.79124199],[2.9663955],[1.05139079],[214.43894403],[255.59385063],[41.15490661]
[0.45374531],[38.53745886],[10.66193236],[2.07943716],[5.84677065],[349.64798298],[387.68316478],[38.0351818]
[0.33431736],[38.03735523],[5.62325093],[3.98820325],[0.74337967],[226.43394877],[285.18979858],[58.75584981]
[0.56578119],[40.77345584],[6.27328592],[3.51374709],[0.41840275],[286.19056076],[508.50076498],[222.31020421]
[0.42504395],[41.04214386],[9.9345034],[3.16808496],[3.23685657],[457.91767049],[549.04362777],[91.12595728]
[0.39773604],[45.08305646],[9.813143],[3.74807767],[2.70667355],[358.36493606],[659.51550857],[301.15057251]
[0.53555917],[38.95987678],[4.68372404],[4.07753266],[-0.19602616],[250.46782144],[398.48665389],[148.01883245]
[0.44419371],[38.89535146],[8.92358698],[4.4982028],[1.36797504],[702.57076566],[693.50340658],[-9.06735908]
[0.55745601],[25.75207005],[3.17903158],[3.61983894],[-0.40883934],[186.24960067],[165.19877931],[-21.05082135]
[0.39248216],[46.8506225],[9.09456188],[2.31673132],[4.17080831],[298.54449756],[387.42954991],[88.88505235]
[0.38060422],[46.38366024],[6.31322737],[4.82497956],[0.49042542],[295.44244889],[537.75632456],[242.31387566]
[0.44779033],[30.59161921],[4.33798706],[4.74734978],[-0.2486204],[384.77159578],[282.10881427],[-102.66278151]
[0.53191305],[34.87139428],[5.44682152],[3.55752699],[0.20517559],[243.79199886],[359.41922653],[115.62722767]
[0.48207592],[33.06560199],[7.47073069],[3.6263694],[1.07919301],[523.39367587],[431.84410097],[-91.5495749]
[0.40864382],[40.95101017],[6.71615261],[3.61667621],[1.0413409],[334.6433478],[406.48052016],[71.83717236]
[0.31168496],[27.8858489],[9.89712221],[2.40822099],[5.83763437],[222.02276691],[207.15956432],[-14.86320259]
[0.47690069],[39.33397456],[4.79118794],[4.62627277],[-0.19618942],[350.28538175],[415.78634971],[65.50096796]
[0.39063069],[27.66346653],[8.30857617],[3.08442357],[2.42696558],[232.75810379],[276.9322807],[44.17417692]
[0.57852447],[47.20403542],[10.96317552],[4.84670304],[1.43494422],[649.9659132],[1451.05421469],[801.08830149]
[0.56402477],[43.260452],[3.52087306],[2.08702522],[0.18140824],[187.76803028],[179.29463492],[-8.47339536]
[0.36574987],[32.72806155],[6.65836631],[3.64612034],[1.19846304],[228.10466084],[290.60503987],[62.50037903]
[0.38036509],[43.35166342],[9.29040704],[4.28852727],[2.06870954],[352.44567137],[656.9757458],[304.53007443]
[0.56615918],[34.54616258],[10.66944682],[3.34845966],[2.67047007],[404.44333217],[698.75566412],[294.31233195]
[0.48554383],[33.40477929],[7.1939419],[2.00187447],[2.45615134],[250.21698106],[233.58277528],[-16.63420578]
[0.53661152],[34.78139104],[8.73724267],[3.25055582],[1.7767723],[323.25600878],[530.07701077],[206.82100199]
[0.50138617],[31.26595265],[6.1956609],[2.74111921],[1.01259727],[225.61461147],[266.23158532],[40.61697385]
[0.54156115],[41.26632809],[4.36371829],[3.03073988],[0.07390286],[216.49778337],[295.5620716],[79.06428823]
[0.58242978],[33.42992213],[11.42878437],[4.57643923],[1.83054132],[674.46722015],[1018.37253721],[343.90531706]
[0.35928546],[34.26778303],[6.70472515],[3.63379073],[1.26119567],[226.81283668],[299.96220632],[73.14936964]
[0.35576415],[38.8563743],[4.20698271],[4.25015128],[0.11503966],[206.2100637],[247.17217388],[40.96211018]
[0.41157465],[29.20732918],[10.9843871],[4.80102228],[2.39989972],[1670.66377272],[633.94270868],[-1036.72106404]
[0.3994664],[36.3943124],[3.56551174],[3.77381911],[-0.05976978],[185.11839375],[195.62156477],[10.50317102]
[0.42898661],[41.35030323],[9.26211148],[4.02280325],[1.93764693],[565.660468],[660.93877907],[95.27831107]
[0.34228452],[41.77903633],[6.55533257],[2.13438921],[2.57170199],[220.19584711],[200.08476468],[-20.11108243]
[0.34676915],[37.45368701],[5.53872643],[2.65652204],[1.31391506],[200.59785146],[191.09898021],[-9.49887125]
[0.48158486],[47.62281413],[9.92369025],[4.4559928],[1.67336123],[761.70990252],[1014.15785527],[252.44795276]
[0.40989818],[35.07616185],[4.61774717],[3.53809116],[0.26672361],[247.13022028],[234.90227614],[-12.22794414]
[0.54337734],[35.43631459],[8.75239253],[2.67999533],[2.36500695],[294.75849684],[451.65923228],[156.90073544]
[0.45156976],[28.78968647],[9.90242554],[4.40613688],[1.85932219],[1385.90730078],[567.23282336],[-818.67447742]
[0.46887154],[39.31346011],[3.32911678],[3.59922626],[-0.22225266],[211.34198494],[220.86826726],[9.52628232]
[0.41307777],[47.18449634],[6.41709551],[2.98671604],[1.26390611],[290.6944326],[373.56277021],[82.86833761]
[0.53929986],[35.0353793],[6.2744988],[4.36354833],[0.10990833],[321.45754625],[517.31606574],[195.85851949]
[0.47479633],[45.41868806],[7.85163635],[2.52510021],[2.26680318],[315.54428451],[427.54391748],[111.99963297]
[0.48550046],[48.09023855],[10.35945978],[3.47853887],[2.75420935],[581.18997031],[841.35745915],[260.16748884]
[0.48635018],[46.45424942],[9.30633646],[2.00275386],[4.32163248],[322.46521245],[421.09574594],[98.63053349]
[0.45140793],[44.85706508],[3.05483932],[3.8100639],[-0.29008093],[210.84398527],[235.67888393],[24.83489866]
[0.32106851],[28.93119594],[5.72881025],[4.27820333],[0.74529745],[210.50330659],[227.66169243],[17.15838584]
[0.53128146],[39.25559503],[10.47969331],[2.84336368],[3.40702059],[360.37367325],[621.45145236],[261.07777911]
[0.57733276],[42.76322118],[6.20261547],[4.37337823],[-0.0079923],[332.18752975],[669.71265632],[337.52512658]
[0.43652621],[48.71606889],[11.1373611],[3.87145139],[3.15551929],[658.57806549],[916.93526396],[258.35719847]
[0.3682307],[35.67982637],[7.46373826],[4.89394904],[0.94637993],[289.20865413],[479.90863772],[190.69998359]
[0.39909533],[49.71303558],[11.67692485],[4.81896256],[2.88273828],[520.24302855],[1116.42349835],[596.18046979]
[0.33414712],[48.29761963],[9.75706139],[3.47637533],[3.52686756],[361.6297283],[547.40548182],[185.77575352]
[0.40296139],[45.1013952],[7.06603065],[4.25954339],[0.89225155],[397.2073934],[547.00586215],[149.79846875]
[0.34200099],[32.40919475],[11.1908361],[4.19318177],[3.71825681],[344.37123721],[520.11793298],[175.74669577]
[0.34893854],[26.75037245],[4.62887023],[2.36920752],[0.99173619],[159.19321685],[102.36626953],[-56.82694732]
[0.3861376],[41.46513142],[5.85246919],[4.41728549],[0.45120847],[256.51850267],[413.92317841],[157.40467574]
[0.51597529],[36.45328628],[3.85231088],[3.09361812],[-0.04289287],[195.62176391],[224.15767848],[28.53591457]
[0.48597038],[25.93327074],[11.56612545],[2.84586512],[4.59171241],[948.2813147],[414.82919073],[-533.45212398]
[0.55127013],[25.86700965],[8.25330575],[4.63809424],[0.58914205],[495.364647],[545.85612653],[50.49147953]
[0.58581716],[43.69745486],[4.57838314],[2.54065364],[0.28352612],[217.54903242],[297.7664926],[80.21746019]
[0.36691599],[33.86846714],[4.24852127],[2.5667334],[0.63933541],[173.38214227],[135.51293139],[-37.86921088]
[0.32265478],[44.52728251],[4.11078536],[2.50979235],[0.75490449],[198.12687205],[148.22685205],[-49.90001999]
[0.35676202],[30.19713754],[11.81842837],[3.89404396],[4.39189726],[341.90979926],[495.79822096],[153.88842169]
[0.3533656],[42.35083594],[4.07222557],[4.05425511],[0.13336713],[210.40074814],[247.07519624],[36.6744481]
[0.41544688],[43.22812726],[4.17512221],[3.12368572],[0.25257193],[219.43804565],[234.21701654],[14.7789709]
[0.43403219],[30.11940087],[4.2240163],[3.96041277],[-0.03664509],[288.09817351],[218.69270902],[-69.40546448]
[0.52873289],[49.14198996],[10.65049505],[4.76029311],[1.57352683],[590.4659478],[1317.32385308],[726.85790527]
[0.57345014],[33.58016566],[9.32754853],[2.44482821],[2.96528271],[296.61254829],[439.13126733],[142.51871904]
[0.52023024],[35.66413024],[5.44432716],[4.9547694],[-0.25552599],[311.56132902],[500.48941136],[188.92808234]
[0.46969751],[35.04598007],[8.76440203],[3.53084779],[1.8417178],[563.10000042],[509.39860592],[-53.7013945]
[0.53405687],[37.27291152],[8.49718259],[2.98148442],[1.90955979],[309.57927562],[504.29924811],[194.7199725]
[0.31376187],[31.32952322],[11.47376037],[4.42682082],[4.02606708],[349.6225325],[499.28862126],[149.66608876]
[0.4902322],[26.53430813],[6.09861995],[3.13369573],[0.75361304],[409.88227767],[248.59821049],[-161.28406719]
[0.55895011],[40.49375773],[6.7411026],[2.64344197],[1.18799378],[257.68967424],[403.33122412],[145.64154988]
[0.54849149],[30.07645789],[11.58428419],[4.2391638],[2.35908192],[624.18513833],[810.11370459],[185.92856625]
[0.44698658],[44.6960108],[3.40331903],[3.97068088],[-0.25147574],[225.13614776],[269.97956515],[44.84341739]
[0.4824096],[33.80026717],[5.7425327],[3.71066902],[0.36151983],[373.67484921],[347.44956361],[-26.2252856]
[0.39604401],[45.01901749],[3.75715536],[2.33547722],[0.45919309],[193.82530315],[156.44952468],[-37.37577847]
[0.51721469],[33.37615203],[11.8602788],[3.2122892],[3.95872747],[434.16495395],[657.68305986],[223.51810592]
[0.4630491],[35.59953949],[3.53853495],[2.77442142],[0.07516511],[190.21245335],[161.83309502],[-28.37935833]
[0.49898826],[38.90512678],[6.51652705],[4.82585838],[0.12001328],[576.66341033],[610.50318792],[33.83977759]
[0.36880043],[42.80741094],[9.7180405],[2.25255169],[5.22449722],[283.75668202],[345.59213991],[61.83545789]
[0.40404945],[28.83281213],[11.43907528],[4.31210873],[3.15633086],[1415.2037133],[574.6483159],[-840.55539739]
[0.33559018],[38.59803731],[11.1508503],[3.20480296],[5.13629349],[323.5188673],[462.89637855],[139.37751125]
[0.32618797],[30.86305253],[4.09935324],[3.54029352],[0.36628004],[174.97534036],[146.10377323],[-28.87156713]
[0.44368549],[41.17209556],[4.25609058],[3.55580536],[0.06526276],[238.78110866],[276.45664732],[37.67553866]
[0.38767925],[28.13323885],[8.43827417],[3.14870161],[2.46836522],[237.91472441],[289.7860182],[51.87129379]
[0.43737359],[40.92317292],[4.03939391],[2.43046451],[0.42853757],[196.33839294],[175.72248976],[-20.61590318]
[0.4718857],[40.87359987],[6.08682628],[4.75484064],[0.10713247],[460.07606035],[558.22151985],[98.14545949]
[0.47217067],[38.82639129],[6.2715281],[3.09220753],[0.90808461],[302.98131438],[355.52327449],[52.54196011]
[0.53416637],[25.69276381],[3.91239204],[2.82311214],[0.03784993],[178.73575765],[151.58557148],[-27.15018617]
[0.40640334],[40.5340879],[5.32069903],[3.35913035],[0.59211685],[258.95860536],[294.42400754],[35.46540218]
[0.31492023],[43.55957058],[11.41251397],[4.39870578],[3.99408676],[407.12077738],[688.63705971],[281.51628233]
[0.37452625],[41.41405052],[10.37044552],[2.7934069],[4.65254242],[310.40808745],[449.32603414],[138.91794669]
[0.31554545],[37.43517383],[3.50225004],[2.08572249],[0.691574],[166.99480943],[86.28701626],[-80.70779317]
[0.39887315],[26.4143184],[5.58433863],[2.0615223],[1.60683719],[165.22854556],[121.29251362],[-43.93603194]
[0.57888034],[26.66055337],[10.70931946],[3.92175926],[2.04200529],[546.25719846],[648.18766351],[101.93046505]
[0.51407878],[31.75501588],[8.06785879],[3.91379079],[1.04443911],[362.83836936],[515.46348762],[152.62511826]
[0.5824678],[40.3170473],[9.08445362],[2.13746053],[3.27517281],[286.7528709],[455.99235032],[169.23947942]
[0.43006712],[34.29445321],[5.6266268],[4.82834671],[0.09222589],[444.811103],[400.68832312],[-44.12277988]
[0.58530536],[34.71948283],[7.92147501],[3.93485011],[0.74293498],[361.52475896],[633.41741431],[271.89265534]
[0.52095034],[28.97106439],[10.02289884],[4.91125061],[1.2370513],[624.93599779],[742.92713509],[117.9911373]
[0.47628074],[35.67314795],[5.79666526],[4.26202488],[0.18181281],[427.38884366],[419.75768507],[-7.63115859]
[0.41213359],[34.69007363],[7.85644904],[4.84886582],[0.89526433],[670.10100583],[544.64020718],[-125.46079866]
[0.31955],[25.89451952],[9.44549419],[2.34608562],[5.33248899],[207.29212504],[183.36448257],[-23.92764247]
[0.39049695],[32.17904663],[8.43049554],[4.94566161],[1.19844848],[320.12310146],[523.92402909],[203.80092764]
[0.46087577],[48.03463391],[8.30075263],[3.59230583],[1.58908281],[445.5053518],[660.12949674],[214.62414495]
[0.46382852],[44.81336443],[6.26364654],[2.91732076],[1.04326557],[285.36868171],[379.81876819],[94.45008648]
[0.54813767],[39.56692896],[4.92925617],[4.80437233],[-0.38895175],[289.62832324],[513.61776395],[223.98944071]
[0.5760097],[31.73406133],[9.84557784],[4.26692744],[1.35784694],[530.58881274],[767.91282065],[237.32400792]
[0.38050616],[40.29309485],[4.84444927],[2.82816907],[0.72878719],[202.67486707],[210.05939128],[7.38452421]
[0.55660978],[40.65506033],[5.47822357],[4.99063859],[-0.3487263],[324.75394307],[618.67321929],[293.91927622]
[0.39404897],[40.48138412],[6.04402428],[2.57174044],[1.45026835],[218.73305951],[247.94701803],[29.21395852]
[0.44101854],[49.48189735],[4.57968808],[4.549816],[-0.12745965],[303.08417218],[454.70834453],[151.62417235]
[0.42260936],[36.57052606],[9.63740423],[4.72190611],[1.68416775],[874.33568658],[703.31153991],[-171.02414667]
[0.46296514],[45.55383387],[8.58991331],[2.30737076],[3.19880019],[318.99472353],[418.00299538],[99.00827185]
[0.53835115],[37.96485742],[8.30762864],[2.14988713],[2.83721162],[258.56800361],[365.03974513],[106.47174152]
[0.3187784],[38.11971329],[7.95052453],[4.9745532],[1.43199533],[301.97741699],[480.6051038],[178.62768681]
[0.32216602],[25.76908461],[3.79598357],[4.57862483],[0.05987952],[173.61995548],[144.29062019],[-29.3293353]
[0.50075017],[27.06432243],[3.0797484],[3.86822972],[-0.39319987],[182.33279492],[161.45286606],[-20.87992886]
[0.31722819],[31.45170642],[5.79301155],[2.01587116],[2.26676598],[175.30820205],[116.51535235],[-58.79284971]
[0.43432431],[45.39230338],[11.31208821],[4.11578957],[3.0275262],[721.83786452],[917.8935221],[196.05565758]
[0.563176],[31.38470572],[11.66242002],[3.54104355],[3.07946181],[506.87953833],[729.93156997],[223.05203163]
[0.33831374],[35.66671531],[7.05333768],[4.75253825],[1.00571871],[268.39967128],[404.48558115],[136.08590987]
[0.52721641],[41.66645488],[10.24294523],[2.87794194],[3.20332363],[362.85565066],[647.56347587],[284.7078252]
[0.49765854],[39.28744549],[4.87771363],[4.04020283],[-0.05256522],[318.71789011],[385.30507051],[66.5871804]
[0.36198418],[27.5881953],[11.11249863],[4.54721379],[3.10631906],[360.75193371],[504.62640636],[143.87447266]
[0.5579926],[36.57984127],[8.11360136],[2.40586132],[2.23574967],[267.19895217],[398.43227776],[131.23332559]
[0.39485587],[30.95464228],[7.05523258],[3.81111266],[1.15136325],[241.07467145],[328.64536819],[87.57069674]
[0.40983244],[30.19328156],[7.79740113],[3.9829603],[1.32625431],[599.82086522],[384.30187812],[-215.5189871]
[0.49020363],[49.67111255],[8.43704818],[3.85578771],[1.33984086],[506.16791655],[792.10737637],[285.93945981]
[0.50793348],[34.80625641],[7.44891365],[4.71244901],[0.42304238],[369.70226093],[620.58855518],[250.88629425]
[0.39939089],[47.59918937],[7.03047803],[2.03413299],[2.73817649],[251.79021811],[271.87039092],[20.08017281]
[0.33161936],[30.35202404],[4.86293132],[3.09313426],[0.79796822],[178.9659144],[151.39949954],[-27.56641486]
[0.48751221],[30.277634],[7.03694184],[2.77342464],[1.46283982],[364.14942994],[288.07645414],[-76.0729758]
[0.34743894],[30.81814833],[5.2146363],[4.7746248],[0.30000148],[217.6189901],[266.59273173],[48.97374163]
[0.38157996],[47.92985127],[7.19140528],[2.20539791],[2.72777295],[260.26052946],[290.06302187],[29.80249241]
[0.58974735],[34.82745939],[4.74127257],[3.38689895],[-0.04498737],[226.50208819],[329.82605076],[103.32396257]
[0.45693337],[46.27279925],[9.93213632],[4.79753517],[1.58026635],[778.28325973],[1007.48708466],[229.20382493]
[0.49468261],[35.81654966],[8.97180003],[3.75293886],[1.65577711],[667.10627042],[596.57007931],[-70.53619111]
[0.38853559],[45.97513219],[5.50357176],[4.73782333],[0.23201161],[269.94795506],[465.77619832],[195.82824326]
[0.49344427],[32.28495375],[10.30275978],[4.99263526],[1.43601279],[1804.45961527],[819.44855505],[-985.01106021]
[0.44026423],[48.37805196],[3.92986588],[4.37106856],[-0.22342985],[264.10844906],[365.87027722],[101.76182817]
[0.57149333],[27.69201616],[3.84693486],[4.09753646],[-0.44315911],[230.8563369],[249.46142824],[18.60509134]
[0.54229107],[25.25309248],[10.60981323],[2.03898228],[5.15287528],[271.77111079],[296.25672121],[24.48561042]
[0.54842388],[31.12286347],[5.75235156],[4.79782339],[-0.20553232],[341.89098797],[471.07014356],[129.17915559]
[0.49356063],[36.065585],[10.89177542],[2.84663632],[3.96375241],[565.35663819],[551.90478569],[-13.4518525]
